species,ANI26401,ANG65538,SBO07726,YP_009253942,YP_009252254,ANB43610,AKT72642,AIJ28621,NP_733857,NP_064160,AAF80111,AAF16520,AAC58687,AAB66388,AMO64740,AKZ18144,YP_009230161,YP_009229846,YP_009227263,AMB66138,AMB65994,AMB16939,AMB15810,ALX81095,YP_438136,AJT58581,AJG04899,ALB06101,ALB06099,YP_009176907,YP_009173887,ALF03278,YP_009179299,AJG42938,AGG16071,Q2HRD0,YP_009137478,AIL27699,YP_004936030,AKP92777,AKE44231,Q69025,Q6UDK1,O36363,P52367,P24907,BAP00709,YP_009118399,AIA82756,YP_073778,AJE29648,AJD79498,AIN81109,AIN81107,AIA09524,YP_009054933,AIQ80750,YP_009052018,YP_004940227,YP_009041990,YP_009044396,AHH02047,AHM96371,YP_009011017,AGY30688,AHA93360,YP_004940081,NP_047983,CCE57390,AFM85236,AFM85234,AFK85012,AFK85010,YP_004207849,YP_003933809,YP_003662494,YP_182359,YP_164473,NP_077443,NP_073324,NP_066862,AFK83885,ABH05845,AEW46233,AEM72555,AEI00235,AEA39187,ADY80543,AAM89282,AAM89279,ADY05325,ADY05323,ADY05321,ADY05320,ADY05319,ADY05318,ADY05317,ADY05314,ADY05311,AAM89278,ADK70918,AAN35123,ADM52140,BAI22795,AAM62282,ADE62355,ABN49965,ABN49966,ABN49957,ABO40787,ABO40783,ABO40780,ABO40775,AAG13396,AAD55134,ACX70157,AAO12315,AAK00812,AAT79466,BAH57334,AAP42119,AAP42117,ABI21851,AAS75147,AAO46908,AAO46905,AAD30142,AAO46907,ABI21852,ABU52901,ABU52899,AAC57976,ABV03816,ABV03812,ABV03810,AAN35124,ABH05847,ABH05841,ABH08758,ABH08757,AAW55994,AAW55992,CAB61753
AFK85012,0.715271,0.732039,0.737864,0.594862,0.737864,0.725243,0.618447,0.730097,0.728346,0.551456,0.604767,0.704183,0.673570,0.715677,0.529126,0.576087,0.728155,0.684000,0.726214,0.732039,0.723301,0.728155,0.723301,0.740777,0.669339,0.734951,0.729126,0.736339,0.701778,0.711650,0.730731,0.715271,0.684466,0.687375,0.638835,0.706522,0.529126,0.727184,0.633010,0.661725,0.534951,0.498058,0.706796,0.663743,0.713294,0.678890,0.734951,0.708948,0.679602,0.583416,0.671273,0.729126,0.588526,0.664363,0.724272,0.721359,0.726214,0.639806,0.528320,0.698094,0.662663,0.687838,0.729126,0.722330,0.666338,0.702913,0.525243,0.702676,0.534951,0.733135,0.719439,0.000000,0.663708,0.699706,0.711650,0.729126,0.752731,0.724272,0.723301,0.722330,0.751456,0.466990,0.674510,0.529297,0.635817,0.740777,0.675272,0.712567,0.527009,0.518072,0.733688,0.668449,0.672460,0.665328,0.664894,0.668442,0.661784,0.664447,0.694685,0.663551,0.636798,0.671582,0.729126,0.456478,0.728916,0.532383,0.671070,0.662698,0.685789,0.525557,0.520315,0.526685,0.626623,0.701623,0.725243,0.669323,0.670330,0.716418,0.725243,0.682731,0.728142,0.725170,0.679296,0.736709,0.672507,0.675532,0.671035,0.681023,0.676550,0.682581,0.732886,0.670286,0.657030,0.665779,0.678619,0.714096,0.671466,0.723238,0.678812,0.723490,0.667557,0.715426,0.675000
AFK85010,0.632150,0.740631,0.737673,0.432806,0.747535,0.720907,0.562130,0.733728,0.657791,0.569034,0.506455,0.652390,0.645957,0.633136,0.597633,0.426877,0.741617,0.652000,0.731755,0.739645,0.742604,0.733728,0.732742,0.756410,0.655311,0.715976,0.741617,0.680328,0.694938,0.725838,0.663664,0.643984,0.631164,0.656313,0.620316,0.637352,0.568047,0.740631,0.559172,0.668464,0.536489,0.565089,0.714990,0.657791,0.660714,0.650149,0.729783,0.655819,0.649751,0.435341,0.649556,0.712032,0.435213,0.432379,0.743590,0.727811,0.737673,0.630178,0.553254,0.648947,0.650651,0.659459,0.742604,0.737673,0.638697,0.720907,0.534517,0.655104,0.546351,0.660714,0.644289,0.663708,0.000000,0.647929,0.729783,0.739645,0.750745,0.731755,0.733728,0.745562,0.756410,0.536489,0.665359,0.539448,0.650240,0.753452,0.665761,0.652406,0.606061,0.564926,0.663116,0.663102,0.648396,0.655957,0.650266,0.657790,0.641811,0.644474,0.686032,0.646195,0.635603,0.670241,0.740631,0.568826,0.680723,0.573834,0.632761,0.637566,0.655802,0.572739,0.580603,0.556180,0.681818,0.652934,0.729783,0.654714,0.655345,0.660697,0.741617,0.607764,0.650273,0.643537,0.658999,0.687342,0.657682,0.652926,0.680210,0.658143,0.671159,0.673548,0.669799,0.641658,0.595269,0.652463,0.669323,0.650266,0.671466,0.657963,0.662618,0.657718,0.642190,0.662234,0.613333
YP_004207849,0.537931,0.701668,0.721295,0.666008,0.726202,0.723258,0.649657,0.737978,0.559055,0.721295,0.667329,0.519920,0.466469,0.387635,0.691855,0.655138,0.726202,0.461000,0.733072,0.734053,0.737978,0.727184,0.722277,0.740922,0.495992,0.741904,0.733072,0.524590,0.496580,0.695780,0.502503,0.536946,0.726202,0.483968,0.670265,0.467391,0.648675,0.727184,0.648675,0.525606,0.661433,0.719333,0.740922,0.522080,0.478175,0.463826,0.728165,0.502458,0.458706,0.669299,0.464956,0.706575,0.662710,0.666338,0.738960,0.716389,0.729146,0.674190,0.647694,0.507523,0.511512,0.501351,0.722277,0.734053,0.471866,0.717370,0.712463,0.462834,0.716389,0.473214,0.459920,0.699706,0.647929,0.000000,0.736016,0.729146,0.754717,0.740922,0.727184,0.746811,0.752699,0.719333,0.507190,0.657507,0.665865,0.720314,0.489130,0.518717,0.658762,0.659973,0.560586,0.544118,0.542781,0.550201,0.557181,0.552597,0.556591,0.551265,0.583436,0.554072,0.670251,0.485255,0.732090,0.710526,0.505020,0.669689,0.387054,0.432540,0.414602,0.668414,0.726081,0.660112,0.739177,0.516854,0.736016,0.487384,0.523477,0.451741,0.737978,0.484605,0.460383,0.523810,0.485792,0.532911,0.464960,0.492021,0.484928,0.457604,0.471698,0.489032,0.518121,0.471866,0.658344,0.552597,0.476760,0.486702,0.496073,0.506527,0.496626,0.516779,0.413885,0.510638,0.451667
YP_003933809,0.721182,0.523651,0.347368,0.750000,0.543681,0.565018,0.732367,0.539363,0.732283,0.746803,0.740814,0.733068,0.712032,0.724440,0.769541,0.744071,0.373950,0.720000,0.421569,0.350524,0.353226,0.468852,0.458197,0.545082,0.727455,0.513296,0.514925,0.759563,0.766074,0.567138,0.748749,0.723153,0.752768,0.731463,0.754537,0.714427,0.726923,0.328595,0.725169,0.745283,0.724138,0.727842,0.542091,0.736842,0.712302,0.710605,0.374899,0.688299,0.726368,0.725568,0.716683,0.581506,0.735905,0.740375,0.334408,0.441441,0.479452,0.753146,0.720703,0.731194,0.736737,0.758108,0.332796,0.346774,0.712734,0.572546,0.719383,0.722498,0.736794,0.736111,0.731463,0.711650,0.729783,0.736016,0.000000,0.507655,0.567031,0.326264,0.540102,0.571784,0.573109,0.708603,0.699346,0.722656,0.756010,0.530966,0.722826,0.737968,0.733860,0.732262,0.750999,0.754011,0.724599,0.746988,0.746011,0.745672,0.745672,0.741678,0.757726,0.743658,0.743130,0.742627,0.342466,0.689271,0.736948,0.733161,0.730515,0.753968,0.765319,0.741809,0.739187,0.721910,0.732684,0.717853,0.364988,0.711819,0.727273,0.708458,0.457752,0.688086,0.751366,0.731973,0.736130,0.725316,0.758760,0.731383,0.750983,0.725437,0.731806,0.767742,0.727517,0.718657,0.725361,0.741678,0.717131,0.711436,0.698953,0.733681,0.715250,0.722148,0.746328,0.742021,0.683333
YP_003662494,0.708374,0.493776,0.536032,0.756917,0.553011,0.641941,0.725604,0.512563,0.719488,0.728900,0.748759,0.726096,0.716963,0.725414,0.757844,0.741107,0.541176,0.738000,0.552288,0.506400,0.502419,0.423770,0.418033,0.539344,0.721443,0.536000,0.486733,0.754098,0.761970,0.592756,0.752753,0.711330,0.739852,0.735471,0.744031,0.711462,0.725000,0.533445,0.724204,0.737197,0.746169,0.734109,0.639223,0.727096,0.718254,0.727453,0.527126,0.719764,0.733333,0.746298,0.708786,0.546235,0.757666,0.744324,0.538831,0.369369,0.104250,0.743466,0.717773,0.716148,0.719720,0.758108,0.523349,0.495968,0.712734,0.646394,0.714561,0.729435,0.737705,0.738095,0.730461,0.729126,0.739645,0.729146,0.507655,0.000000,0.621648,0.493475,0.534983,0.573444,0.626050,0.708603,0.684967,0.714844,0.736779,0.558216,0.718750,0.729947,0.729908,0.713521,0.732357,0.711230,0.735294,0.710843,0.703457,0.728362,0.708389,0.727031,0.747837,0.728972,0.715651,0.739946,0.476688,0.699393,0.735944,0.718912,0.737120,0.739418,0.752282,0.732634,0.732634,0.744382,0.711039,0.712859,0.494633,0.723772,0.717283,0.732338,0.465135,0.686747,0.741803,0.714286,0.736130,0.741772,0.747978,0.715426,0.735256,0.749664,0.741240,0.754839,0.731544,0.719645,0.717477,0.719041,0.742364,0.710106,0.709424,0.720627,0.740891,0.730201,0.735648,0.732713,0.675000
YP_182359,0.742800,0.567031,0.578947,0.769613,0.639523,0.062562,0.738828,0.652433,0.745780,0.743793,0.752731,0.751992,0.739821,0.748759,0.772592,0.750745,0.574975,0.740000,0.588878,0.608739,0.577954,0.626614,0.629593,0.637537,0.753507,0.572989,0.669315,0.736339,0.733242,0.583913,0.756757,0.743793,0.752731,0.744489,0.753724,0.746773,0.742800,0.578947,0.730884,0.734501,0.722939,0.751738,0.443893,0.755710,0.741807,0.751738,0.672294,0.745780,0.736318,0.767627,0.741807,0.619662,0.763654,0.769613,0.572989,0.657398,0.611718,0.745780,0.742800,0.753260,0.748749,0.752703,0.573982,0.577954,0.751738,0.616683,0.739821,0.745780,0.737835,0.758689,0.744489,0.752731,0.750745,0.754717,0.567031,0.621648,0.000000,0.571996,0.616683,0.567031,0.588878,0.718967,0.746405,0.739821,0.772837,0.614697,0.728261,0.759358,0.718050,0.734940,0.750999,0.736631,0.739305,0.733601,0.735372,0.747004,0.739015,0.743009,0.760198,0.743658,0.740741,0.747989,0.576961,0.719636,0.741968,0.713731,0.746367,0.753968,0.747066,0.716907,0.716907,0.721910,0.747835,0.741573,0.583913,0.738380,0.751249,0.741294,0.594836,0.718876,0.748634,0.740136,0.759134,0.739241,0.745283,0.744681,0.740498,0.738896,0.741240,0.766452,0.723490,0.750745,0.725361,0.741678,0.746348,0.738032,0.744764,0.731070,0.735493,0.758389,0.742323,0.738032,0.698333
YP_164473,0.720197,0.526141,0.231648,0.753953,0.510602,0.650183,0.735266,0.499162,0.732283,0.738278,0.744786,0.733068,0.696252,0.740019,0.758564,0.745059,0.342857,0.734000,0.370915,0.237357,0.251223,0.459836,0.457377,0.515574,0.737475,0.508972,0.558872,0.743169,0.753762,0.579505,0.743744,0.723153,0.746310,0.733467,0.753582,0.719368,0.728846,0.229097,0.731919,0.735849,0.726054,0.742167,0.560592,0.738791,0.709325,0.728444,0.285481,0.715831,0.732338,0.748272,0.698914,0.572927,0.744807,0.747285,0.098695,0.423423,0.492659,0.751210,0.718750,0.728185,0.729730,0.755405,0.073409,0.236542,0.708786,0.668115,0.721311,0.727453,0.733151,0.737103,0.729459,0.724272,0.731755,0.740922,0.326264,0.493475,0.571996,0.000000,0.544369,0.495436,0.562185,0.716929,0.694118,0.723633,0.757212,0.498761,0.718750,0.741979,0.737813,0.734940,0.743009,0.748663,0.750000,0.730924,0.716755,0.741678,0.739015,0.721704,0.760198,0.738318,0.743130,0.747989,0.227569,0.703441,0.737952,0.735751,0.735799,0.757937,0.761408,0.716907,0.743119,0.754213,0.743506,0.726592,0.328654,0.741036,0.714286,0.730348,0.493847,0.681392,0.752732,0.725170,0.757781,0.727848,0.757412,0.728723,0.749672,0.761777,0.749326,0.752258,0.720805,0.710760,0.738502,0.735020,0.714475,0.731383,0.697644,0.733681,0.713900,0.727517,0.753004,0.700798,0.686667
NP_077443,0.730049,0.462457,0.537543,0.746047,0.463311,0.606227,0.738164,0.372867,0.732283,0.761092,0.748759,0.722112,0.727811,0.707887,0.779010,0.734190,0.522184,0.726000,0.525597,0.541809,0.550341,0.479522,0.476109,0.520478,0.732465,0.546928,0.493174,0.744536,0.767442,0.589223,0.749750,0.731034,0.760148,0.722445,0.753582,0.707510,0.743269,0.507679,0.741562,0.725067,0.742337,0.730528,0.617021,0.728070,0.725198,0.716551,0.544369,0.704031,0.733333,0.736426,0.728529,0.594852,0.738872,0.732478,0.543515,0.473549,0.543515,0.755082,0.736328,0.734203,0.730731,0.735135,0.543515,0.544369,0.728529,0.603823,0.743491,0.717542,0.738616,0.732143,0.730461,0.723301,0.733728,0.727184,0.540102,0.534983,0.616683,0.544369,0.000000,0.531570,0.581911,0.725254,0.711111,0.741211,0.751202,0.534130,0.737772,0.733957,0.737813,0.733601,0.756325,0.756684,0.733957,0.749665,0.744681,0.740346,0.740346,0.741678,0.763906,0.754339,0.746714,0.730563,0.542662,0.717611,0.739960,0.720207,0.714663,0.739418,0.720991,0.736566,0.723460,0.707865,0.770563,0.720350,0.529863,0.739708,0.723277,0.714428,0.508532,0.658635,0.737705,0.742857,0.745602,0.745570,0.747978,0.739362,0.749672,0.726783,0.721024,0.743226,0.735570,0.732478,0.738502,0.745672,0.749004,0.736702,0.706806,0.742820,0.731444,0.714094,0.734312,0.718085,0.706667
NP_073324,0.731034,0.473029,0.536929,0.746047,0.485157,0.632784,0.753623,0.511725,0.716535,0.800512,0.744786,0.729084,0.722880,0.748783,0.761826,0.733202,0.509244,0.729000,0.540249,0.546888,0.553527,0.520332,0.526971,0.285477,0.727455,0.400000,0.491286,0.748634,0.735978,0.586572,0.759760,0.708374,0.762915,0.733467,0.756447,0.730237,0.739423,0.536789,0.736741,0.738544,0.743295,0.741271,0.591119,0.735867,0.736111,0.720515,0.540249,0.733530,0.738308,0.742349,0.717670,0.577693,0.747774,0.753208,0.537759,0.526141,0.569295,0.757986,0.736328,0.726179,0.716717,0.762162,0.541909,0.501245,0.734452,0.635100,0.741562,0.718533,0.745902,0.734127,0.721443,0.722330,0.745562,0.746811,0.571784,0.573444,0.567031,0.495436,0.531570,0.000000,0.314286,0.728955,0.718954,0.737305,0.723558,0.303734,0.736413,0.740642,0.728590,0.730924,0.750999,0.736631,0.735294,0.708166,0.700798,0.739015,0.737683,0.704394,0.728059,0.736983,0.745520,0.752011,0.545228,0.719636,0.752008,0.742228,0.754293,0.742063,0.765319,0.723460,0.727392,0.744382,0.768398,0.715356,0.502075,0.750332,0.726274,0.729353,0.494606,0.698795,0.748634,0.727891,0.755074,0.760759,0.757412,0.746011,0.750983,0.751009,0.747978,0.757419,0.736913,0.737414,0.726675,0.729694,0.743692,0.747340,0.717277,0.721932,0.746289,0.755705,0.739653,0.711436,0.711667
NP_066862,0.713300,0.487395,0.574790,0.751976,0.505513,0.578755,0.766184,0.548739,0.724409,0.770673,0.750745,0.730080,0.722880,0.740993,0.775630,0.745059,0.547899,0.742000,0.545378,0.552101,0.582353,0.525210,0.480672,0.248739,0.737475,0.389076,0.496639,0.756831,0.726402,0.592756,0.746747,0.720197,0.771218,0.741483,0.764088,0.726285,0.753846,0.555462,0.756027,0.746631,0.740421,0.760072,0.580019,0.734893,0.716270,0.730426,0.543697,0.730580,0.732338,0.765054,0.720632,0.605338,0.758655,0.759131,0.528571,0.509244,0.565546,0.748306,0.754883,0.729188,0.732733,0.758108,0.559664,0.549580,0.724580,0.604692,0.761813,0.731417,0.759563,0.736111,0.724449,0.751456,0.756410,0.752699,0.573109,0.626050,0.588878,0.562185,0.581911,0.314286,0.000000,0.753006,0.725490,0.750000,0.735577,0.002521,0.722826,0.736631,0.766798,0.777778,0.729694,0.735294,0.733957,0.740295,0.723404,0.729694,0.727031,0.728362,0.747837,0.728972,0.733572,0.729223,0.576471,0.744939,0.741968,0.752591,0.739762,0.712963,0.747066,0.745740,0.747051,0.755618,0.784632,0.722846,0.571429,0.747676,0.727273,0.731343,0.547059,0.704150,0.732240,0.731973,0.753721,0.735443,0.719677,0.731383,0.712975,0.740242,0.750674,0.734194,0.716779,0.730503,0.741130,0.724368,0.735724,0.740691,0.726440,0.716710,0.735493,0.751678,0.732977,0.727394,0.691667
AFK83885,0.649261,0.717854,0.727105,0.650198,0.726179,0.703053,0.480193,0.725254,0.667323,0.528215,0.601787,0.655378,0.700197,0.658228,0.550416,0.629447,0.710453,0.671000,0.732655,0.724329,0.733580,0.718779,0.714154,0.722479,0.712425,0.724329,0.729880,0.695355,0.701778,0.737280,0.695696,0.654187,0.682701,0.683367,0.677173,0.709486,0.468269,0.720629,0.465767,0.663073,0.482759,0.483811,0.729880,0.707602,0.653770,0.671952,0.729880,0.699115,0.712438,0.631787,0.699901,0.732126,0.635015,0.645607,0.722479,0.716929,0.709528,0.633107,0.482422,0.701103,0.702703,0.677027,0.715079,0.727105,0.659427,0.718779,0.479267,0.674926,0.490287,0.667659,0.661323,0.466990,0.536489,0.719333,0.708603,0.708603,0.718967,0.716929,0.725254,0.728955,0.753006,0.000000,0.677124,0.483398,0.640625,0.722479,0.669837,0.668449,0.490119,0.512718,0.671105,0.661765,0.677807,0.663989,0.662234,0.671105,0.664447,0.660453,0.692213,0.667557,0.632019,0.670241,0.723404,0.056680,0.718876,0.480570,0.664465,0.728836,0.696219,0.504587,0.508519,0.526685,0.629870,0.652934,0.713228,0.670651,0.710290,0.707463,0.722479,0.688086,0.739071,0.657143,0.746955,0.677215,0.734501,0.656915,0.677588,0.733513,0.743935,0.685161,0.657718,0.657453,0.483574,0.664447,0.745020,0.664894,0.668848,0.659269,0.666667,0.746309,0.674232,0.664894,0.630000
ABH05845,0.518954,0.705882,0.690196,0.678431,0.709804,0.730719,0.692810,0.708497,0.529412,0.690196,0.679739,0.504575,0.422222,0.494118,0.711111,0.669281,0.707190,0.452288,0.722876,0.701961,0.692810,0.699346,0.711111,0.721569,0.507190,0.712418,0.722876,0.467213,0.463748,0.705882,0.547712,0.517647,0.741176,0.478431,0.665359,0.424837,0.678431,0.691503,0.677124,0.495957,0.691503,0.682353,0.720261,0.505882,0.435294,0.437908,0.707190,0.466667,0.436601,0.694118,0.420915,0.718954,0.683660,0.691503,0.695425,0.700654,0.703268,0.665359,0.688889,0.494118,0.503268,0.497297,0.691503,0.691503,0.433987,0.683660,0.682353,0.440523,0.678431,0.427451,0.423529,0.674510,0.665359,0.507190,0.699346,0.684967,0.746405,0.694118,0.711111,0.718954,0.725490,0.677124,0.000000,0.678431,0.654902,0.699346,0.369565,0.491979,0.678524,0.685408,0.520639,0.509358,0.512032,0.511379,0.503989,0.507324,0.503329,0.512650,0.528105,0.503338,0.667974,0.457105,0.692810,0.675817,0.499346,0.698039,0.484808,0.519841,0.516340,0.688073,0.695937,0.658708,0.707190,0.488889,0.694118,0.434263,0.494118,0.432680,0.709804,0.483266,0.433060,0.448980,0.496617,0.465359,0.388140,0.429521,0.457405,0.411844,0.446092,0.500654,0.480537,0.447059,0.668857,0.507324,0.405046,0.416223,0.185864,0.363399,0.499325,0.464430,0.515354,0.507979,0.405000
AEW46233,0.657143,0.738281,0.733398,0.565217,0.740234,0.711914,0.354492,0.743164,0.669291,0.499023,0.610725,0.684263,0.659763,0.658203,0.432617,0.542490,0.719727,0.654000,0.739258,0.730469,0.735352,0.728516,0.735352,0.737305,0.651303,0.727539,0.727539,0.688525,0.701778,0.708008,0.685686,0.657143,0.631836,0.676353,0.657227,0.651186,0.339844,0.727539,0.348633,0.654987,0.468750,0.503906,0.704102,0.649414,0.657738,0.661051,0.735352,0.658800,0.700498,0.556762,0.659427,0.700195,0.556874,0.559724,0.727539,0.721680,0.719727,0.655273,0.139648,0.663992,0.635636,0.664865,0.722656,0.728516,0.645607,0.707031,0.171875,0.662042,0.487305,0.662698,0.659319,0.529297,0.539448,0.657507,0.722656,0.714844,0.739821,0.723633,0.741211,0.737305,0.750000,0.483398,0.678431,0.000000,0.643029,0.735352,0.660326,0.668449,0.372859,0.336011,0.668442,0.655080,0.663102,0.661312,0.658245,0.660453,0.661784,0.659121,0.693449,0.652870,0.640382,0.668901,0.729492,0.510121,0.710843,0.503886,0.643329,0.722222,0.662321,0.480996,0.491481,0.509831,0.632035,0.645443,0.724609,0.664011,0.656344,0.692537,0.724609,0.610442,0.669399,0.658503,0.664411,0.693671,0.669811,0.658245,0.671035,0.666218,0.664420,0.665806,0.691275,0.642646,0.407359,0.665779,0.664011,0.656915,0.670157,0.680157,0.650472,0.668456,0.719626,0.648936,0.618333
AEM72555,0.671875,0.745192,0.724760,0.671875,0.713942,0.752404,0.651442,0.768029,0.669471,0.683894,0.668269,0.669471,0.670673,0.671875,0.705529,0.651442,0.727163,0.682692,0.765625,0.733173,0.730769,0.722356,0.735577,0.721154,0.668269,0.735577,0.729567,0.673497,0.668947,0.703125,0.695913,0.674279,0.375000,0.680288,0.128606,0.668269,0.653846,0.730769,0.656250,0.657682,0.640625,0.645433,0.750000,0.662260,0.676683,0.664663,0.729567,0.680288,0.665865,0.657452,0.668269,0.725962,0.658654,0.659856,0.756010,0.719952,0.747596,0.221154,0.641827,0.664663,0.669471,0.660811,0.754808,0.730769,0.665865,0.694712,0.627404,0.661058,0.655048,0.671875,0.662260,0.635817,0.650240,0.665865,0.756010,0.736779,0.772837,0.757212,0.751202,0.723558,0.735577,0.640625,0.654902,0.643029,0.000000,0.754808,0.665761,0.652406,0.640316,0.634538,0.665779,0.657754,0.656417,0.663989,0.658245,0.668442,0.667111,0.663116,0.686032,0.651535,0.228365,0.659517,0.757212,0.633413,0.699519,0.637306,0.655218,0.649471,0.658409,0.639581,0.642202,0.633427,0.676683,0.660424,0.721154,0.660027,0.677885,0.670673,0.731971,0.661312,0.658470,0.659864,0.661705,0.679747,0.675202,0.667553,0.672346,0.667564,0.654987,0.663226,0.669799,0.669471,0.643890,0.663116,0.660027,0.663564,0.651832,0.668407,0.649123,0.660403,0.651535,0.655585,0.618333
AEI00235,0.716256,0.474689,0.510322,0.731225,0.519084,0.601648,0.747826,0.496650,0.718504,0.749361,0.745780,0.733068,0.721893,0.743914,0.779521,0.735178,0.534454,0.715000,0.497110,0.541701,0.544178,0.517754,0.519405,0.242775,0.736473,0.381503,0.487562,0.740437,0.730506,0.614841,0.744745,0.720197,0.768450,0.743487,0.769819,0.723320,0.725000,0.568562,0.723240,0.745283,0.746169,0.741271,0.601295,0.737817,0.727183,0.730426,0.532618,0.723697,0.731343,0.754195,0.720632,0.598665,0.734916,0.750247,0.519405,0.461602,0.521057,0.757018,0.742188,0.722166,0.731732,0.751351,0.520231,0.538398,0.719645,0.637706,0.747348,0.730426,0.745902,0.734127,0.726453,0.740777,0.753452,0.720314,0.530966,0.558216,0.614697,0.498761,0.534130,0.303734,0.002521,0.722479,0.699346,0.735352,0.754808,0.000000,0.736413,0.740642,0.723320,0.732262,0.735020,0.732620,0.732620,0.736278,0.703457,0.731025,0.725699,0.725699,0.719407,0.706275,0.751493,0.729223,0.536746,0.711538,0.730924,0.731865,0.747688,0.718254,0.750978,0.730013,0.731324,0.750000,0.767316,0.725343,0.502064,0.733068,0.730270,0.727363,0.488026,0.700134,0.740437,0.708844,0.734777,0.760759,0.718329,0.726064,0.719528,0.733513,0.747978,0.736774,0.731544,0.723593,0.726675,0.732357,0.721116,0.732713,0.697644,0.732376,0.735493,0.750336,0.716956,0.723404,0.696667
AEA39187,0.514946,0.716033,0.725543,0.667120,0.718750,0.711957,0.675272,0.732337,0.506793,0.726902,0.667120,0.459239,0.413043,0.485054,0.699728,0.668478,0.718750,0.380435,0.743207,0.722826,0.729620,0.733696,0.735054,0.737772,0.471467,0.726902,0.730978,0.430328,0.425445,0.683424,0.434783,0.508152,0.671196,0.410326,0.671196,0.396739,0.736413,0.728261,0.737772,0.483696,0.724185,0.736413,0.711957,0.480978,0.380435,0.406250,0.733696,0.414402,0.406250,0.682065,0.417120,0.676630,0.665761,0.673913,0.729620,0.729620,0.722826,0.671196,0.667120,0.449728,0.487772,0.468750,0.724185,0.729620,0.411685,0.701087,0.675272,0.415761,0.739130,0.384511,0.400815,0.675272,0.665761,0.489130,0.722826,0.718750,0.728261,0.718750,0.737772,0.736413,0.722826,0.669837,0.369565,0.660326,0.665761,0.736413,0.000000,0.485054,0.737772,0.673913,0.524457,0.502717,0.489130,0.493207,0.519022,0.512228,0.509511,0.510870,0.506793,0.491848,0.676630,0.476902,0.729620,0.673913,0.445652,0.722826,0.472826,0.509511,0.493207,0.676630,0.717391,0.667135,0.673913,0.457880,0.718750,0.419837,0.461957,0.398098,0.709239,0.461957,0.407104,0.442177,0.463315,0.385870,0.407609,0.406250,0.444293,0.396739,0.377717,0.478261,0.483696,0.421196,0.732337,0.516304,0.399457,0.398098,0.387228,0.384511,0.480978,0.466033,0.513587,0.486413,0.370000
ADY80543,0.541444,0.721925,0.743316,0.661765,0.723262,0.740642,0.661765,0.727273,0.517380,0.685829,0.657754,0.430481,0.501337,0.520053,0.699198,0.668449,0.740642,0.491979,0.717914,0.735294,0.739305,0.708556,0.731283,0.743316,0.387701,0.729947,0.748663,0.512295,0.506156,0.704545,0.512032,0.542781,0.660428,0.513369,0.655080,0.489305,0.732620,0.739305,0.737968,0.394879,0.713904,0.729947,0.745989,0.377005,0.485294,0.487968,0.735294,0.477273,0.490642,0.672460,0.495989,0.723262,0.672460,0.679144,0.744652,0.735294,0.735294,0.653743,0.677807,0.338235,0.377005,0.504054,0.743316,0.740642,0.512032,0.693850,0.736631,0.489305,0.719251,0.474599,0.474599,0.712567,0.652406,0.518717,0.737968,0.729947,0.759358,0.741979,0.733957,0.740642,0.736631,0.668449,0.491979,0.668449,0.652406,0.740642,0.485054,0.000000,0.743316,0.673360,0.556150,0.540107,0.528075,0.535475,0.546791,0.556150,0.548128,0.556150,0.556150,0.552139,0.661765,0.508043,0.740642,0.671123,0.538770,0.681818,0.520053,0.552139,0.533422,0.721925,0.711230,0.681180,0.745989,0.372995,0.736631,0.508021,0.422460,0.485294,0.713904,0.518072,0.468579,0.417687,0.506089,0.502674,0.493261,0.501337,0.494652,0.492598,0.483827,0.517380,0.519463,0.505348,0.664439,0.557487,0.509358,0.501337,0.486631,0.491979,0.530364,0.510067,0.553476,0.522727,0.461667
AAM89282,0.665349,0.711462,0.739130,0.624506,0.722003,0.707510,0.208169,0.725955,0.679842,0.555995,0.720685,0.673254,0.666667,0.657444,0.424242,0.625823,0.737813,0.671937,0.740448,0.735178,0.732543,0.719368,0.718050,0.733860,0.671937,0.719368,0.723320,0.687158,0.688098,0.727273,0.703557,0.665349,0.654809,0.702240,0.636364,0.653491,0.065876,0.731225,0.102767,0.659030,0.503294,0.536232,0.732543,0.724638,0.681159,0.675889,0.737813,0.667984,0.673254,0.612648,0.667984,0.712780,0.613966,0.624506,0.737813,0.723320,0.729908,0.640316,0.375494,0.665349,0.736495,0.668919,0.736495,0.735178,0.646904,0.724638,0.404480,0.683794,0.501976,0.669302,0.679842,0.527009,0.606061,0.658762,0.733860,0.729908,0.718050,0.737813,0.737813,0.728590,0.766798,0.490119,0.678524,0.372859,0.640316,0.723320,0.737772,0.743316,0.000000,0.273092,0.669774,0.653743,0.671123,0.658635,0.663564,0.661784,0.668442,0.665779,0.679842,0.650200,0.637681,0.666220,0.732543,0.483531,0.700922,0.513834,0.657860,0.664021,0.669302,0.503294,0.501976,0.543539,0.557312,0.670619,0.735178,0.649402,0.679842,0.671937,0.727273,0.728246,0.736339,0.662585,0.668471,0.675889,0.669811,0.647606,0.679842,0.660834,0.669811,0.664032,0.661745,0.648221,0.191041,0.667111,0.671979,0.646277,0.673254,0.661397,0.643725,0.668456,0.667557,0.662234,0.608333
