species,QCH41361__MK643151.1,QCE20585__MH340498.1,QBO56618__MK543949.1,YP_009552708__MF998085,QAY29280__MH614323.1,AZU96659__MK182384.1,Q90054__undef,O71153__undef,Q90185__undef,P27454__undef,AIU96359__KF907321.1,AYH52678__MH550148.1,AXQ04869__MH188047.1,AXQ04865__MH188046.1,AXQ04862__MH188045.1,AXQ04855__MH188043.1,AXQ04852__MH188042.1,YP_009362129__FJ040397,NP_542609__AY033435,AXL93742__MF673888.1,YP_009310053__KU727766,YP_009256211__KX165268,YP_009134732__KP410261,YP_009021036__KF963252,YP_008766862__KC991097,YP_008658568__KF275669,YP_007003823__JX645046,YP_006589928__JX110122,YP_006576512__JX020762,YP_004678720__HQ613271,YP_004222723__GU452720,YP_003572961__AF218266,YP_002887625__FJ810126,YP_002854229__FJ360744,YP_002308470__FJ410797,YP_002265406__EU233812,YP_271915__DQ002873,YP_227600__AX344110,YP_164339__AY665654,NP_958099__AY461507,NP_899650__L32896,NP_874381__AY189948,NP_694838__AF375296,NP_694843__AY032882,NP_694834__AB042597,NP_051020__AF192260,AWV66983__MG693113.1,AWV66980__MG693112.1,AWV66978__MG693111.1,AWV66976__MG693110.1,AWV66973__MG693109.1,AWS20449__MF083940.1,P05840__undef,AWA28230__MG963176.1,AVM80379__MF094135.1,AOS51057__KT962050.1,ARI46485__KY548841.1,ARI46481__KY548840.1,ASU47551__KX774632.1,ASM93489__KY214444.1,ARV85915__KX145610.1,ARV85890__KX145609.1,ARV85889__KX145609.1,ARV85888__KX145609.1,ARV85887__KX145609.1,ARV85886__KX145609.1,AIQ82699__KM052275.1,AQN78650__KX648536.1,AQN78648__KX648535.1,APA19411__KX603698.1,ANG55949__KX035107.1,AAR11281__AY355306.1,ANN89695__KU373072.1,AND61496__KU215794.1,AAM28234__AY102034.1,ALS03998__KT316253.1,ALS03995__KT316252.1,ALS03992__KT316251.1,ALS03989__KT316250.1,ALS03986__KT316249.1,ALS03967__KT316259.1,ALS03963__KT316257.1,ALS03957__KT316255.1,ALS03954__KT316254.1,ALS03905__KT316245.1,ALS03902__KT316244.1,ALL74042__KT239104.1,ALK24441__KR492913.1,ALK24438__KR492912.1,ALK24429__KR492909.1,ALE60551__KP733862.1,ALE60548__KP733861.1,ALE60546__KP733860.1,ALE60543__KP733859.1,ALE60540__KP733858.1,ALE60537__KP733857.1,AKE98354__KM272863.1,AJD76763__KM593913.1,AJI02597__KM975734.1,AIT71975__KM576800.1,AIY34702__KM485614.1,AIJ28503__KJ830753.1,AIJ19291__KJ862253.1,ADB12609__GQ475529.1,AAM93906__AY124937.1,AAG10007__AF273215.1,AGW23423__KF214742.1,AGO32215__KF015280.1,AGO32210__KF015279.1,AGO32205__KF015278.1,AGO32190__KF015275.1,AFK91980__JQ894784.1,AFH02761__JN857346.1,AFC75858__JQ320376.1,AEV46269__JN377975.1,AFA36168__JN616415.1,ADK63426__GU371276.1,AAR15382__AY362548.1,AAR15379__AY362547.1,AAR11285__AY355307.1,ABU95011__EF579771.1,ABU94996__EF579766.1,ABU94990__EF579764.1,ABU94987__EF579763.1,ABU94984__EF579762.1,ABU94966__EF579756.1,ABR23509__EF633688.1,AAM28943__AY095351.2,ACS70953__FJ805445.1,AAP78907__AY310877.1,AAN41665__AY148187.1,AAT35223__AY605055.1,ACG50803__EU851411.1,ACV52075__GQ411199.1
YP_006576512__JX020762,0.849921,0.810861,0.801105,0.805556,0.845977,0.887118,0.803670,0.807339,0.880478,0.883134,0.894895,0.881806,0.896940,0.885790,0.887118,0.803279,0.900398,0.839437,0.204515,0.906627,0.774859,0.799705,0.796200,0.079787,0.829710,0.826263,0.810469,0.229748,0.000000,0.717489,0.883134,0.891892,0.812044,0.877822,0.906412,0.901726,0.906736,0.840278,0.652058,0.807339,0.805147,0.784906,0.082337,0.832746,0.204515,0.819703,0.831878,0.763240,0.903130,0.877612,0.884365,0.835200,0.716484,0.110226,0.896414,0.894578,0.816467,0.797491,0.833904,0.806316,0.840278,0.856952,0.850275,0.847434,0.836457,0.830088,0.808850,0.824042,0.827160,0.885790,0.779930,0.890390,0.891892,0.886574,0.879880,0.891892,0.891892,0.891892,0.891892,0.893393,0.883134,0.881381,0.893393,0.891892,0.903114,0.904844,0.840637,0.910035,0.901384,0.901384,0.891892,0.891892,0.891892,0.891892,0.881381,0.881381,0.891892,0.892934,0.884462,0.161333,0.891429,0.891892,0.891892,0.888889,0.887387,0.877822,0.893393,0.840278,0.840278,0.840278,0.840278,0.814679,0.776163,0.776735,0.893393,0.857809,0.901384,0.890390,0.893393,0.881381,0.903054,0.888446,0.888446,0.888446,0.903054,0.885790,0.893393,0.884462,0.887118,0.884462,0.839542,0.880478,0.842254,0.882883
YP_004678720__HQ613271,0.843602,0.822097,0.817680,0.792484,0.845977,0.872945,0.785321,0.790826,0.895366,0.889387,0.885886,0.895366,0.882448,0.874439,0.877429,0.789227,0.877429,0.834081,0.721973,0.897590,0.759850,0.780269,0.773748,0.729447,0.838768,0.832323,0.788809,0.724963,0.717489,0.000000,0.890882,0.885886,0.797445,0.890882,0.901213,0.871450,0.899827,0.842014,0.704036,0.785321,0.794118,0.766038,0.718984,0.834507,0.721973,0.795539,0.823144,0.738318,0.853513,0.853513,0.850163,0.808000,0.879121,0.727952,0.878924,0.888554,0.790738,0.775986,0.782534,0.768421,0.842014,0.840060,0.847534,0.843049,0.838160,0.833628,0.796460,0.813589,0.797178,0.878924,0.760563,0.885886,0.885886,0.886574,0.884384,0.884384,0.882883,0.884384,0.884384,0.882883,0.886398,0.884384,0.885886,0.884384,0.897924,0.908304,0.814649,0.903114,0.889273,0.896194,0.891892,0.884384,0.884384,0.884384,0.884384,0.884384,0.885886,0.890792,0.887892,0.717489,0.887619,0.885886,0.885886,0.885886,0.890390,0.884903,0.885886,0.842014,0.842014,0.842014,0.843750,0.787156,0.781977,0.761726,0.885886,0.874126,0.894464,0.885886,0.884384,0.885886,0.871450,0.872945,0.875934,0.872945,0.871450,0.871450,0.885886,0.896861,0.872945,0.890882,0.814649,0.893871,0.832586,0.885886
YP_004222723__GU452720,0.868878,0.885768,0.872928,0.888889,0.887356,0.056890,0.878899,0.889908,0.239752,0.010601,0.816817,0.226582,0.169082,0.061947,0.061958,0.896956,0.085984,0.880282,0.891247,0.052711,0.891182,0.883652,0.879102,0.893617,0.885870,0.888889,0.889892,0.892105,0.883134,0.890882,0.000000,0.819820,0.859489,0.057715,0.890815,0.060683,0.886010,0.895833,0.889032,0.882569,0.882353,0.873585,0.888446,0.885563,0.891247,0.888476,0.858079,0.856698,0.894188,0.894030,0.876221,0.889600,0.885714,0.887118,0.437984,0.811747,0.873070,0.888889,0.880137,0.861053,0.895833,0.886364,0.887363,0.886269,0.879046,0.884956,0.902655,0.890244,0.869489,0.036570,0.873239,0.819820,0.821321,0.835648,0.809309,0.819820,0.806306,0.804805,0.819820,0.818318,0.824219,0.816817,0.822823,0.813814,0.880623,0.889273,0.885678,0.877163,0.880623,0.878893,0.816817,0.821321,0.822823,0.821321,0.807808,0.809309,0.819820,0.843683,0.168142,0.881333,0.824762,0.819820,0.819820,0.818318,0.813814,0.824219,0.821321,0.895833,0.895833,0.895833,0.894097,0.899083,0.857558,0.893058,0.819820,0.771562,0.880623,0.819820,0.819820,0.818318,0.053097,0.056890,0.064475,0.055626,0.054362,0.053097,0.819820,0.095839,0.055626,0.225316,0.879656,0.229114,0.880282,0.819820
YP_003572961__AF218266,0.870458,0.870787,0.896869,0.893791,0.875862,0.816817,0.880734,0.877064,0.810811,0.819820,0.007508,0.810811,0.808374,0.816817,0.816817,0.878220,0.819820,0.879880,0.884384,0.826807,0.870544,0.869369,0.868739,0.878378,0.893116,0.888889,0.875451,0.885886,0.891892,0.885886,0.819820,0.000000,0.863139,0.818318,0.871750,0.818318,0.868739,0.875000,0.873874,0.873394,0.865809,0.867925,0.896396,0.897887,0.882883,0.868030,0.838428,0.847352,0.873874,0.873874,0.877850,0.900800,0.890110,0.894895,0.815315,0.037651,0.886792,0.885305,0.883562,0.858947,0.875000,0.893393,0.900901,0.903904,0.877342,0.895575,0.876106,0.874564,0.878307,0.816817,0.873239,0.001502,0.001502,0.027778,0.036036,0.006006,0.010511,0.013514,0.019520,0.018018,0.042042,0.036036,0.004505,0.012012,0.868512,0.866782,0.885886,0.868512,0.865052,0.866782,0.012012,0.004505,0.004505,0.007508,0.037538,0.034535,0.004505,0.167024,0.818318,0.887387,0.003810,0.001502,0.003003,0.028529,0.078078,0.004505,0.015015,0.871528,0.876736,0.873264,0.876736,0.875229,0.854651,0.868668,0.006006,0.067599,0.865052,0.001502,0.031532,0.033033,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.003003,0.815315,0.815315,0.810811,0.887387,0.810811,0.882883,0.081081
YP_002887625__FJ810126,0.812044,0.822097,0.817680,0.781022,0.875862,0.863139,0.517431,0.517431,0.857664,0.864964,0.866788,0.857664,0.866788,0.864964,0.864964,0.812646,0.870438,0.755474,0.819343,0.868613,0.759850,0.757299,0.737226,0.813869,0.757299,0.826263,0.523723,0.821168,0.812044,0.797445,0.859489,0.863139,0.000000,0.866788,0.874088,0.872263,0.875912,0.768248,0.790146,0.513761,0.520221,0.745283,0.817518,0.770073,0.821168,0.732342,0.851528,0.691589,0.844891,0.844891,0.846715,0.762774,0.901099,0.822993,0.870438,0.864964,0.777372,0.755474,0.802920,0.781053,0.768248,0.766423,0.770073,0.770073,0.770073,0.766423,0.760949,0.824818,0.631387,0.868613,0.801095,0.863139,0.863139,0.891204,0.864964,0.863139,0.864964,0.859489,0.863139,0.863139,0.866788,0.868613,0.864964,0.866788,0.892336,0.870438,0.790146,0.910584,0.881387,0.881387,0.861314,0.866788,0.863139,0.861314,0.866788,0.868613,0.863139,0.899358,0.864964,0.815693,0.899048,0.863139,0.868613,0.863139,0.866788,0.864964,0.864964,0.766423,0.766423,0.768248,0.768248,0.530275,0.607558,0.763602,0.863139,0.869464,0.892336,0.863139,0.868613,0.868613,0.861314,0.857664,0.861314,0.861314,0.861314,0.863139,0.866788,0.872263,0.859489,0.864964,0.788321,0.859489,0.759124,0.868613
YP_002854229__FJ360744,0.867299,0.855805,0.869245,0.890523,0.889655,0.034134,0.889908,0.899083,0.248447,0.061249,0.815315,0.234177,0.170692,0.034134,0.032218,0.889930,0.048292,0.880282,0.891247,0.018072,0.887430,0.885125,0.891192,0.890957,0.884058,0.890909,0.895307,0.890789,0.877822,0.890882,0.057715,0.818318,0.866788,0.000000,0.885615,0.037927,0.892919,0.895833,0.889032,0.884404,0.884191,0.875472,0.887118,0.889085,0.891247,0.895911,0.862445,0.856698,0.895678,0.895522,0.874593,0.888000,0.883516,0.885790,0.448320,0.817771,0.874786,0.890681,0.880137,0.861053,0.895833,0.887701,0.890110,0.893204,0.885860,0.886726,0.886726,0.893728,0.867725,0.059269,0.873239,0.819820,0.819820,0.831019,0.816817,0.818318,0.818318,0.819820,0.818318,0.819820,0.830729,0.816817,0.821321,0.824324,0.884083,0.887543,0.885678,0.896194,0.885813,0.884083,0.815315,0.819820,0.821321,0.818318,0.815315,0.816817,0.818318,0.843683,0.173198,0.884000,0.824762,0.818318,0.818318,0.819820,0.822823,0.829427,0.818318,0.895833,0.895833,0.895833,0.895833,0.891743,0.831395,0.889306,0.819820,0.773893,0.892734,0.818318,0.818318,0.818318,0.032870,0.036662,0.048040,0.034134,0.032870,0.031606,0.818318,0.103405,0.035398,0.235443,0.882521,0.235443,0.880282,0.821321
YP_002308470__FJ410797,0.896014,0.889513,0.883978,0.897747,0.887356,0.887348,0.899083,0.895413,0.883882,0.889081,0.871750,0.880416,0.883882,0.892548,0.890815,0.906323,0.896014,0.875217,0.904679,0.892548,0.898687,0.887348,0.887348,0.899480,0.894928,0.884848,0.904332,0.897747,0.906412,0.901213,0.890815,0.871750,0.874088,0.885615,0.000000,0.887348,0.067591,0.901042,0.890815,0.902752,0.908088,0.892453,0.897747,0.885563,0.911612,0.901487,0.879913,0.866044,0.896014,0.896014,0.885615,0.882149,0.901099,0.904679,0.894281,0.866551,0.901213,0.887097,0.899480,0.877895,0.901042,0.889081,0.887348,0.887348,0.885615,0.881416,0.888496,0.905923,0.883598,0.885615,0.904930,0.871750,0.871750,0.891204,0.864818,0.870017,0.871750,0.868284,0.871750,0.871750,0.864818,0.864818,0.873484,0.870017,0.077990,0.081456,0.890815,0.081456,0.067591,0.071057,0.870017,0.871750,0.871750,0.871750,0.864818,0.866551,0.870017,0.901499,0.889081,0.897747,0.891429,0.871750,0.871750,0.870017,0.875217,0.868284,0.868284,0.901042,0.901042,0.901042,0.901042,0.900917,0.872093,0.900563,0.870017,0.862471,0.074523,0.871750,0.866551,0.870017,0.887348,0.885615,0.890815,0.887348,0.887348,0.887348,0.871750,0.887348,0.887348,0.883882,0.906412,0.880416,0.885615,0.866551
YP_002265406__EU233812,0.867299,0.861423,0.869245,0.887255,0.894253,0.021492,0.878899,0.888073,0.240202,0.064475,0.815315,0.232911,0.175523,0.027813,0.026549,0.894614,0.055626,0.880282,0.896552,0.024096,0.885553,0.876289,0.872193,0.901596,0.889493,0.888889,0.891697,0.896053,0.901726,0.871450,0.060683,0.818318,0.872263,0.037927,0.887348,0.000000,0.879102,0.899306,0.900645,0.884404,0.884191,0.877358,0.905710,0.882042,0.900531,0.881041,0.860262,0.862928,0.891207,0.891045,0.876221,0.883200,0.879121,0.899070,0.443152,0.817771,0.874786,0.888889,0.897260,0.863158,0.899306,0.890374,0.888736,0.897365,0.889267,0.886726,0.884956,0.888502,0.871252,0.054362,0.878521,0.819820,0.819820,0.837963,0.816817,0.818318,0.818318,0.819820,0.818318,0.819820,0.833333,0.816817,0.821321,0.824324,0.887543,0.889273,0.896334,0.885813,0.880623,0.875433,0.815315,0.819820,0.821321,0.819820,0.815315,0.816817,0.818318,0.847966,0.166877,0.884000,0.824762,0.818318,0.818318,0.818318,0.822823,0.832031,0.818318,0.899306,0.899306,0.899306,0.899306,0.891743,0.840116,0.891182,0.819820,0.773893,0.878893,0.818318,0.818318,0.818318,0.015171,0.018963,0.030341,0.017699,0.016435,0.013906,0.818318,0.104930,0.017699,0.236709,0.885387,0.236709,0.881690,0.821321
YP_271915__DQ002873,0.886010,0.883895,0.887661,0.910190,0.901149,0.891192,0.891743,0.893578,0.889465,0.886010,0.868739,0.887737,0.891192,0.891192,0.889465,0.908665,0.894646,0.875648,0.898100,0.892919,0.893058,0.896373,0.889465,0.903282,0.896739,0.890909,0.895307,0.906736,0.906736,0.899827,0.886010,0.868739,0.875912,0.892919,0.067591,0.879102,0.000000,0.881944,0.894646,0.900917,0.897059,0.879245,0.899827,0.890845,0.898100,0.897770,0.884279,0.859813,0.896373,0.896373,0.899827,0.889465,0.896703,0.905009,0.879102,0.868739,0.896373,0.897849,0.899827,0.875789,0.881944,0.908463,0.910190,0.901554,0.908463,0.892035,0.892035,0.895470,0.885362,0.886010,0.896127,0.868739,0.868739,0.898148,0.868739,0.868739,0.867012,0.867012,0.867012,0.868739,0.870466,0.868739,0.868739,0.867012,0.089965,0.072664,0.906736,0.083045,0.077855,0.079585,0.868739,0.868739,0.868739,0.868739,0.868739,0.868739,0.872193,0.899358,0.887737,0.899827,0.887619,0.868739,0.868739,0.868739,0.873921,0.868739,0.870466,0.881944,0.881944,0.881944,0.883681,0.893578,0.877907,0.893058,0.870466,0.862471,0.081315,0.868739,0.867012,0.868739,0.891192,0.882556,0.896373,0.891192,0.891192,0.891192,0.868739,0.889465,0.880829,0.891192,0.896373,0.880829,0.879102,0.870466
YP_227600__AX344110,0.857639,0.838951,0.839779,0.812500,0.866667,0.899306,0.759633,0.765138,0.888889,0.895833,0.869792,0.887153,0.888889,0.897569,0.894097,0.852459,0.892361,0.835069,0.850694,0.895833,0.810507,0.803819,0.795139,0.848958,0.597826,0.846465,0.768953,0.847222,0.840278,0.842014,0.895833,0.875000,0.768248,0.895833,0.901042,0.899306,0.881944,0.000000,0.843750,0.761468,0.770221,0.811321,0.850694,0.646127,0.848958,0.775093,0.849345,0.791277,0.871528,0.866319,0.861111,0.812500,0.885714,0.857639,0.887153,0.875000,0.821181,0.788530,0.833333,0.829474,0.003472,0.652778,0.654514,0.654514,0.652778,0.642478,0.823009,0.853659,0.805996,0.895833,0.839789,0.871528,0.875000,0.893519,0.875000,0.868056,0.868056,0.866319,0.869792,0.866319,0.875000,0.875000,0.876736,0.875000,0.885417,0.880208,0.840278,0.890625,0.883681,0.883681,0.871528,0.875000,0.871528,0.875000,0.875000,0.875000,0.871528,0.895075,0.901042,0.848958,0.904762,0.871528,0.875000,0.864583,0.873264,0.871528,0.876736,0.005208,0.006944,0.005208,0.006944,0.757798,0.787791,0.814259,0.871528,0.869464,0.901042,0.873264,0.868056,0.871528,0.899306,0.899306,0.899306,0.899306,0.897569,0.901042,0.871528,0.899306,0.899306,0.890625,0.842014,0.887153,0.838542,0.878472
YP_164339__AY665654,0.816746,0.807116,0.819521,0.792484,0.859770,0.901935,0.788991,0.796330,0.882581,0.890323,0.873874,0.886452,0.888889,0.901935,0.895484,0.807963,0.880000,0.819718,0.643236,0.888554,0.765478,0.779087,0.773748,0.647606,0.842391,0.832323,0.788809,0.660526,0.652058,0.704036,0.889032,0.873874,0.790146,0.889032,0.890815,0.900645,0.894646,0.843750,0.000000,0.788991,0.803309,0.805660,0.642762,0.829225,0.644562,0.782528,0.823144,0.750779,0.861401,0.861194,0.846906,0.820800,0.879121,0.646746,0.891473,0.876506,0.794168,0.786738,0.816781,0.802105,0.843750,0.855615,0.854396,0.848821,0.829642,0.830088,0.780531,0.818815,0.800705,0.900645,0.755282,0.873874,0.873874,0.884259,0.879880,0.873874,0.873874,0.875375,0.873874,0.875375,0.880208,0.879880,0.875375,0.870871,0.892734,0.894464,0.849032,0.891003,0.892734,0.894464,0.875375,0.873874,0.869369,0.873874,0.879880,0.879880,0.875375,0.884368,0.896774,0.644000,0.893333,0.873874,0.872372,0.875375,0.870871,0.878906,0.872372,0.843750,0.843750,0.843750,0.852431,0.788991,0.764535,0.765478,0.876877,0.862471,0.889273,0.869369,0.873874,0.879880,0.896774,0.901935,0.898065,0.901935,0.896774,0.900645,0.869369,0.905806,0.896774,0.904516,0.848138,0.903226,0.830986,0.879880
NP_958099__AY461507,0.798165,0.825843,0.799263,0.776147,0.862069,0.882569,0.060550,0.075229,0.878899,0.880734,0.873394,0.880734,0.878899,0.884404,0.884404,0.784543,0.886239,0.752294,0.803670,0.882569,0.727955,0.761468,0.715596,0.801835,0.774312,0.832323,0.066055,0.811009,0.807339,0.785321,0.882569,0.873394,0.513761,0.884404,0.902752,0.884404,0.900917,0.761468,0.788991,0.000000,0.062500,0.739623,0.798165,0.776147,0.801835,0.724907,0.836245,0.679128,0.866055,0.866055,0.822018,0.761468,0.898901,0.816514,0.869725,0.873394,0.763303,0.735780,0.812844,0.787368,0.761468,0.776147,0.776147,0.776147,0.776147,0.776147,0.739450,0.818349,0.656881,0.880734,0.794495,0.873394,0.873394,0.893519,0.873394,0.873394,0.873394,0.871560,0.871560,0.871560,0.871560,0.871560,0.877064,0.877064,0.899083,0.891743,0.754128,0.897248,0.897248,0.900917,0.864220,0.873394,0.875229,0.873394,0.871560,0.873394,0.873394,0.888651,0.893578,0.811009,0.891429,0.873394,0.873394,0.873394,0.878899,0.873394,0.875229,0.761468,0.761468,0.761468,0.761468,0.097248,0.587209,0.733583,0.873394,0.876457,0.897248,0.873394,0.873394,0.871560,0.882569,0.882569,0.882569,0.882569,0.882569,0.882569,0.875229,0.877064,0.882569,0.891743,0.759633,0.878899,0.748624,0.871560
NP_899650__L32896,0.795956,0.820225,0.810313,0.772059,0.864368,0.884191,0.075368,0.080882,0.878676,0.880515,0.867647,0.878676,0.871324,0.886029,0.886029,0.779859,0.887868,0.757353,0.803309,0.882353,0.720450,0.759191,0.726103,0.803309,0.775735,0.834343,0.075368,0.806985,0.805147,0.794118,0.882353,0.865809,0.520221,0.884191,0.908088,0.884191,0.897059,0.770221,0.803309,0.062500,0.000000,0.739623,0.795956,0.777574,0.803309,0.719331,0.838428,0.682243,0.865809,0.865809,0.823529,0.753676,0.903297,0.805147,0.875000,0.869485,0.757353,0.737132,0.805147,0.793684,0.770221,0.777574,0.777574,0.777574,0.777574,0.777574,0.731618,0.814338,0.658088,0.882353,0.792279,0.865809,0.865809,0.888889,0.871324,0.867647,0.865809,0.863971,0.863971,0.863971,0.871324,0.871324,0.871324,0.869485,0.906250,0.895221,0.757353,0.909926,0.902574,0.904412,0.867647,0.867647,0.867647,0.865809,0.867647,0.871324,0.865809,0.875803,0.880515,0.808824,0.887619,0.865809,0.865809,0.869485,0.873162,0.865809,0.869485,0.770221,0.770221,0.770221,0.770221,0.130515,0.590116,0.726079,0.865809,0.883450,0.904412,0.865809,0.869485,0.871324,0.884191,0.884191,0.884191,0.884191,0.884191,0.884191,0.865809,0.882353,0.884191,0.882353,0.768382,0.880515,0.753676,0.869485
NP_874381__AY189948,0.784906,0.809434,0.803774,0.783019,0.857471,0.877358,0.739623,0.739623,0.883019,0.875472,0.871698,0.881132,0.879245,0.877358,0.877358,0.461358,0.883019,0.764151,0.784906,0.877358,0.432075,0.767925,0.718868,0.788679,0.809434,0.826263,0.741509,0.784906,0.784906,0.766038,0.873585,0.867925,0.745283,0.875472,0.892453,0.877358,0.879245,0.811321,0.805660,0.739623,0.739623,0.000000,0.803774,0.798113,0.784906,0.703774,0.847162,0.697819,0.847170,0.847170,0.822642,0.756604,0.890110,0.781132,0.884906,0.873585,0.733962,0.709434,0.800000,0.789474,0.809434,0.801887,0.798113,0.796226,0.796226,0.796226,0.726415,0.788679,0.747170,0.873585,0.796226,0.869811,0.869811,0.891204,0.871698,0.867925,0.867925,0.869811,0.869811,0.869811,0.871698,0.869811,0.871698,0.871698,0.883019,0.877358,0.792453,0.883019,0.883019,0.883019,0.871698,0.869811,0.871698,0.869811,0.869811,0.871698,0.871698,0.899358,0.873585,0.786792,0.902857,0.869811,0.871698,0.869811,0.867925,0.869811,0.871698,0.809434,0.809434,0.809434,0.809434,0.739623,0.712209,0.428302,0.871698,0.871795,0.877358,0.867925,0.866038,0.871698,0.877358,0.877358,0.877358,0.877358,0.877358,0.877358,0.871698,0.873585,0.877358,0.877358,0.798113,0.877358,0.762264,0.867925
NP_694838__AF375296,0.849921,0.812734,0.812155,0.821895,0.855172,0.893758,0.805505,0.801835,0.892430,0.884462,0.894895,0.893758,0.893720,0.893758,0.908367,0.810304,0.885790,0.843662,0.196547,0.902108,0.771107,0.790869,0.797927,0.074468,0.842391,0.840404,0.808664,0.231076,0.082337,0.718984,0.888446,0.896396,0.817518,0.887118,0.897747,0.905710,0.899827,0.850694,0.642762,0.798165,0.795956,0.803774,0.000000,0.839789,0.196547,0.810409,0.855895,0.757009,0.895678,0.895522,0.872964,0.840000,0.707692,0.112882,0.891102,0.884036,0.813036,0.793907,0.835616,0.814737,0.852431,0.864973,0.862637,0.858530,0.848382,0.842478,0.808850,0.825784,0.825397,0.893758,0.778169,0.896396,0.896396,0.886574,0.884384,0.896396,0.896396,0.896396,0.893393,0.896396,0.897742,0.884384,0.896396,0.897898,0.899654,0.906574,0.851262,0.899654,0.896194,0.899654,0.894895,0.896396,0.894895,0.896396,0.884384,0.884384,0.894895,0.888651,0.893758,0.158667,0.887619,0.896396,0.896396,0.894895,0.893393,0.899070,0.893393,0.852431,0.852431,0.852431,0.852431,0.807339,0.776163,0.771107,0.896396,0.864802,0.897924,0.894895,0.893393,0.885886,0.895086,0.895086,0.895086,0.895086,0.911023,0.893758,0.897898,0.907039,0.893758,0.892430,0.852436,0.892430,0.839437,0.899399
NP_694843__AY032882,0.843310,0.825843,0.819521,0.811620,0.843678,0.883803,0.777982,0.785321,0.897887,0.885563,0.897887,0.899648,0.892606,0.887324,0.890845,0.826698,0.890845,0.786972,0.846831,0.882042,0.804878,0.767606,0.781690,0.838028,0.603261,0.820202,0.783394,0.839789,0.832746,0.834507,0.885563,0.897887,0.770073,0.889085,0.885563,0.882042,0.890845,0.646127,0.829225,0.776147,0.777574,0.798113,0.839789,0.000000,0.843310,0.773234,0.820961,0.744548,0.857394,0.857394,0.846831,0.801056,0.894505,0.838028,0.892606,0.894366,0.813380,0.772401,0.839789,0.791579,0.647887,0.033451,0.038732,0.035211,0.033451,0.031858,0.801770,0.845070,0.807760,0.890845,0.832746,0.897887,0.896127,0.895833,0.892606,0.892606,0.892606,0.894366,0.897887,0.894366,0.894366,0.894366,0.896127,0.890845,0.882042,0.882042,0.816901,0.883803,0.876761,0.876761,0.894366,0.894366,0.894366,0.897887,0.892606,0.892606,0.894366,0.884368,0.885563,0.832746,0.893333,0.894366,0.897887,0.892606,0.889085,0.894366,0.899648,0.647887,0.647887,0.647887,0.647887,0.785321,0.741279,0.808630,0.890845,0.876457,0.876761,0.894366,0.896127,0.892606,0.883803,0.883803,0.883803,0.882042,0.883803,0.883803,0.896127,0.890845,0.882042,0.903169,0.822183,0.899648,0.785211,0.892606
NP_694834__AB042597,0.840442,0.810861,0.784530,0.820261,0.882759,0.895225,0.790826,0.800000,0.891247,0.889920,0.884384,0.888594,0.892110,0.893899,0.893899,0.805621,0.891247,0.829577,0.002653,0.896084,0.774859,0.820324,0.801382,0.183511,0.836957,0.828283,0.801444,0.287798,0.204515,0.721973,0.891247,0.882883,0.821168,0.891247,0.911612,0.900531,0.898100,0.848958,0.644562,0.801835,0.803309,0.784906,0.196547,0.843310,0.000000,0.793680,0.831878,0.781931,0.906110,0.905970,0.868078,0.828800,0.624176,0.208499,0.892573,0.878012,0.819897,0.793907,0.827055,0.812632,0.850694,0.862299,0.859890,0.852982,0.844974,0.842478,0.796460,0.822300,0.820106,0.892573,0.778169,0.882883,0.882883,0.893519,0.884384,0.881381,0.882883,0.884384,0.882883,0.884384,0.883289,0.882883,0.884384,0.885886,0.908304,0.901384,0.846154,0.903114,0.908304,0.910035,0.884384,0.882883,0.882883,0.882883,0.884384,0.884384,0.882883,0.884368,0.897878,0.224000,0.902857,0.882883,0.882883,0.876877,0.878378,0.883289,0.884384,0.850694,0.852431,0.850694,0.852431,0.805505,0.773256,0.776735,0.882883,0.874126,0.903114,0.882883,0.885886,0.884384,0.895225,0.903183,0.896552,0.901857,0.901857,0.895225,0.882883,0.893899,0.901857,0.901857,0.840974,0.888594,0.829577,0.884384
NP_051020__AF192260,0.793680,0.808989,0.806691,0.775093,0.839080,0.881041,0.723048,0.719331,0.892193,0.888476,0.866171,0.892193,0.897770,0.881041,0.895911,0.765808,0.895911,0.715613,0.817844,0.877323,0.722326,0.732342,0.717472,0.799257,0.791822,0.832323,0.721190,0.789963,0.819703,0.795539,0.888476,0.868030,0.732342,0.895911,0.901487,0.881041,0.897770,0.775093,0.782528,0.724907,0.719331,0.703774,0.810409,0.773234,0.793680,0.000000,0.823144,0.657321,0.834572,0.834572,0.836431,0.715613,0.901099,0.789963,0.894052,0.877323,0.730483,0.711896,0.793680,0.778947,0.775093,0.773234,0.771375,0.773234,0.773234,0.773234,0.702602,0.791822,0.724907,0.888476,0.799257,0.864312,0.868030,0.900463,0.873606,0.871747,0.871747,0.868030,0.871747,0.873606,0.877323,0.873606,0.875465,0.877323,0.894052,0.894052,0.750929,0.907063,0.907063,0.907063,0.875465,0.873606,0.873606,0.871747,0.871747,0.871747,0.871747,0.910064,0.888476,0.793680,0.906667,0.871747,0.871747,0.873606,0.869888,0.871747,0.873606,0.775093,0.775093,0.775093,0.776952,0.724907,0.680233,0.724203,0.866171,0.871795,0.908922,0.871747,0.864312,0.873606,0.881041,0.881041,0.881041,0.881041,0.877323,0.881041,0.873606,0.873606,0.879182,0.892193,0.747212,0.890335,0.715613,0.873606
