species,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,YP_009315890__KU321655,AOX47681__KU321654.1,ARO85894__KY680280.1,YP_009361877__KX981923,APC23176__KT961665.1,APC23164__KT961659.1,ARF02873__KY679174.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55209__KU295526.1,ALT55208__KU295525.1,ALT55206__KU295523.1,ALT55196__KU295513.1,YP_009315908__KT878839,YP_009315886__KT878837,AOT82271__KU745628.1,BAS32608__AB982223.1,AOL02446__KX583629.1,YP_009272913__KU950356,AOE23875__KX384823.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,BAU88511__LC148407.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,YP_009215301__KP729195,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AII82250__KM017744.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACJ38931__FJ170278.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGS15085__KF206166.1,AGS15081__KF206165.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,AFR53039__JQ923422.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFM30852__JQ177083.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
AOT82271__KU745628.1,0.801997,0.821963,0.790224,0.831947,0.854641,0.803661,0.805324,0.820300,0.816972,0.823627,0.848586,0.855241,0.823627,0.768719,0.773710,0.823627,0.813644,0.840266,0.845258,0.861897,0.838602,0.818636,0.843594,0.841930,0.850250,0.848586,0.853782,0.772047,0.000000,0.828619,0.757072,0.825291,0.455907,0.906822,0.820300,0.787022,0.895175,0.838602,0.793677,0.811980,0.825291,0.802920,0.820300,0.810316,0.775374,0.762063,0.767857,0.823627,0.825291,0.844322,0.848586,0.838602,0.811980,0.810316,0.816972,0.818636,0.886855,0.815308,0.813644,0.845783,0.773451,0.840266,0.828619,0.815308,0.830283,0.823627,0.816972,0.780366,0.820300,0.826955,0.826955,0.828619,0.818636,0.778702,0.825291,0.811980,0.820300,0.833611,0.820300,0.818636,0.826955,0.815308,0.813644,0.808652,0.747088,0.843594,0.815308,0.788686,0.777038,0.826955,0.813644,0.861017,0.790349,0.816972,0.787022,0.845258,0.830283,0.760000,0.810316,0.801997,0.785358,0.820300,0.730449,0.773710,0.792013,0.813644,0.730449,0.752669,0.820300,0.755408,0.775374,0.748752,0.150502,0.815308,0.823627,0.778702,0.787022,0.757072,0.770383,0.788686,0.679702,0.800333,0.797005,0.813644,0.815308,0.762063,0.811980,0.856905,0.816972,0.726804,0.759494,0.788686,0.821963
BAS32608__AB982223.1,0.829123,0.814264,0.568228,0.828619,0.809107,0.821694,0.820208,0.824666,0.827637,0.836553,0.811232,0.803432,0.830508,0.833581,0.792663,0.829493,0.826152,0.803432,0.803432,0.820593,0.814353,0.239757,0.817473,0.817473,0.812793,0.806552,0.808403,0.824615,0.828619,0.000000,0.814815,0.824666,0.821752,0.888379,0.823088,0.839623,0.935535,0.809672,0.835067,0.492236,0.476636,0.390511,0.823180,0.821694,0.833333,0.807692,0.525510,0.833581,0.826152,0.807692,0.809672,0.808112,0.826152,0.839525,0.418033,0.824666,0.904903,0.463768,0.474178,0.450602,0.810619,0.820593,0.839525,0.588800,0.622047,0.828704,0.836220,0.835596,0.803863,0.815625,0.820090,0.818591,0.829123,0.821856,0.830585,0.841010,0.830357,0.827637,0.827637,0.820208,0.821694,0.437594,0.826152,0.833581,0.819200,0.804992,0.829123,0.839623,0.837349,0.877828,0.850679,0.813559,0.830609,0.823088,0.820122,0.804724,0.821589,0.798333,0.835067,0.833581,0.839525,0.834906,0.804918,0.802610,0.830609,0.836553,0.801639,0.813167,0.619335,0.800638,0.838039,0.790660,0.826087,0.829123,0.625749,0.828616,0.829755,0.812689,0.795200,0.826421,0.830540,0.831595,0.842496,0.841150,0.833581,0.795491,0.832095,0.819355,0.648810,0.817869,0.819168,0.820919,0.637854
AOL02446__KX583629.1,0.822531,0.817901,0.782077,0.813644,0.847636,0.817901,0.802469,0.796296,0.808642,0.808642,0.843994,0.843994,0.813272,0.763889,0.580542,0.817901,0.811728,0.842434,0.854914,0.837754,0.845554,0.810185,0.840874,0.850234,0.850234,0.853354,0.845378,0.763889,0.757072,0.814815,0.000000,0.802469,0.736111,0.904321,0.807099,0.756289,0.878931,0.839314,0.799383,0.815217,0.809969,0.762774,0.807099,0.794753,0.766975,0.471154,0.737245,0.819444,0.807099,0.846154,0.858034,0.840874,0.810185,0.808642,0.795082,0.814815,0.868827,0.801932,0.807512,0.814458,0.684956,0.851794,0.811728,0.806400,0.803150,0.828704,0.828346,0.750000,0.802469,0.817187,0.804012,0.817901,0.817901,0.765432,0.828704,0.813272,0.810185,0.811728,0.817901,0.802469,0.810185,0.810185,0.808642,0.805556,0.755200,0.854914,0.813272,0.761006,0.770062,0.819444,0.771605,0.845763,0.762346,0.808642,0.750000,0.856693,0.805556,0.536667,0.811728,0.813272,0.751543,0.816038,0.532787,0.557912,0.763889,0.811728,0.536066,0.656584,0.807099,0.577352,0.770062,0.468599,0.782609,0.811728,0.804012,0.746855,0.763889,0.416667,0.478400,0.771605,0.761639,0.776235,0.783951,0.819444,0.797840,0.479871,0.794753,0.850000,0.800926,0.704467,0.788427,0.808241,0.796296
YP_009272913__KU950356,0.620222,0.704069,0.778004,0.525790,0.826620,0.704069,0.653352,0.685535,0.575305,0.621455,0.834633,0.834633,0.510015,0.818182,0.814992,0.542243,0.799712,0.834633,0.836193,0.834633,0.837754,0.819423,0.836193,0.843994,0.836193,0.836193,0.825210,0.840000,0.825291,0.824666,0.802469,0.000000,0.832326,0.877676,0.644678,0.850629,0.937107,0.829953,0.725031,0.819876,0.808411,0.744526,0.562108,0.564267,0.818452,0.798077,0.762755,0.560455,0.576679,0.822344,0.831513,0.829953,0.618734,0.644847,0.808197,0.522251,0.872214,0.808374,0.801252,0.792771,0.798230,0.836193,0.566583,0.787200,0.809449,0.458333,0.592126,0.829563,0.650773,0.601562,0.650675,0.641679,0.694205,0.824850,0.667166,0.556188,0.653274,0.696139,0.664345,0.611735,0.573549,0.818045,0.648611,0.651729,0.806400,0.833073,0.567164,0.836478,0.850904,0.873303,0.855204,0.830508,0.829480,0.634183,0.846037,0.839370,0.652174,0.795000,0.533666,0.546028,0.811533,0.594340,0.796721,0.789560,0.836524,0.656716,0.803279,0.798932,0.814199,0.813397,0.820961,0.808374,0.819398,0.793948,0.805389,0.838050,0.831288,0.814199,0.816000,0.817204,0.813780,0.798808,0.837482,0.612708,0.518088,0.808374,0.713933,0.833871,0.808036,0.805842,0.822785,0.790808,0.807750
AOE23875__KX384823.1,0.808157,0.821752,0.782077,0.818636,0.856392,0.818731,0.817221,0.806647,0.817221,0.824773,0.872075,0.861154,0.848998,0.771903,0.738437,0.843318,0.823263,0.868955,0.858034,0.864275,0.861154,0.834598,0.868955,0.870515,0.868955,0.865835,0.860504,0.764615,0.455907,0.821752,0.736111,0.832326,0.000000,0.870031,0.827795,0.770440,0.886792,0.865835,0.814199,0.819876,0.844237,0.799270,0.818731,0.820242,0.790030,0.745192,0.772959,0.841390,0.821752,0.866300,0.867395,0.858034,0.820242,0.812689,0.822951,0.821752,0.880665,0.818035,0.837246,0.824096,0.759292,0.861154,0.818731,0.824000,0.840945,0.839506,0.840945,0.756798,0.815710,0.831250,0.836858,0.844411,0.814199,0.787009,0.833837,0.842900,0.827795,0.815710,0.824773,0.829305,0.832326,0.836858,0.835347,0.833837,0.736000,0.865835,0.821752,0.795597,0.765861,0.826284,0.777946,0.867797,0.765861,0.823263,0.778963,0.872441,0.820242,0.745000,0.824773,0.817221,0.787009,0.842767,0.726230,0.721044,0.744713,0.821752,0.729508,0.761566,0.826284,0.736842,0.773414,0.731079,0.463211,0.824773,0.850453,0.784591,0.757669,0.758308,0.732800,0.791091,0.689013,0.808157,0.811178,0.835098,0.829305,0.727858,0.808157,0.875806,0.835347,0.723368,0.772152,0.816165,0.845921
ANY57893__KX272741.1,0.882263,0.880734,0.871690,0.895175,0.898424,0.882263,0.903670,0.899083,0.882263,0.870031,0.907956,0.903276,0.906009,0.856269,0.883573,0.907834,0.891437,0.895476,0.906396,0.898596,0.900156,0.900612,0.897036,0.904836,0.901716,0.907956,0.905882,0.873846,0.906822,0.888379,0.904321,0.877676,0.870031,0.000000,0.902141,0.894654,0.943396,0.893916,0.863914,0.894410,0.897196,0.872263,0.866972,0.883792,0.866972,0.876603,0.852041,0.889908,0.871560,0.904762,0.901716,0.898596,0.865443,0.892966,0.890164,0.871560,0.709480,0.882448,0.902973,0.903614,0.877876,0.898596,0.888379,0.900800,0.907087,0.888889,0.899213,0.888379,0.871560,0.892188,0.906728,0.902141,0.873089,0.853211,0.902141,0.888379,0.906728,0.889908,0.902141,0.903670,0.873089,0.905199,0.888379,0.908257,0.875200,0.907956,0.863914,0.882075,0.877676,0.909786,0.896024,0.896610,0.874618,0.906728,0.871560,0.903937,0.900612,0.880000,0.892966,0.899083,0.873089,0.896226,0.883607,0.885808,0.877676,0.903670,0.877049,0.868327,0.905199,0.881978,0.853211,0.884058,0.901338,0.892966,0.903670,0.886792,0.877301,0.873089,0.880000,0.860215,0.867784,0.865443,0.863914,0.897554,0.874618,0.879227,0.853211,0.901613,0.905199,0.874570,0.871609,0.911252,0.912844
AEF33726__JF512473.1,0.646177,0.656672,0.782077,0.665557,0.826620,0.650675,0.422789,0.422789,0.649175,0.650675,0.837754,0.829953,0.585516,0.836582,0.808612,0.634409,0.809595,0.833073,0.837754,0.839314,0.837754,0.822458,0.833073,0.839314,0.834633,0.829953,0.833613,0.843077,0.820300,0.823088,0.807099,0.644678,0.827795,0.902141,0.000000,0.825472,0.919811,0.840874,0.698651,0.810559,0.811526,0.751825,0.632684,0.622189,0.841079,0.815705,0.744898,0.611694,0.635682,0.827839,0.836193,0.833073,0.622189,0.673163,0.806557,0.628186,0.892054,0.813205,0.807512,0.804819,0.823009,0.839314,0.647676,0.795200,0.803150,0.615741,0.612598,0.831071,0.643178,0.628125,0.179910,0.155922,0.178411,0.833583,0.202399,0.623688,0.191904,0.196402,0.146927,0.619190,0.634183,0.827068,0.649175,0.650675,0.814400,0.837754,0.635682,0.825472,0.832831,0.867270,0.855204,0.837288,0.847076,0.128936,0.827744,0.829921,0.194903,0.800000,0.611694,0.644678,0.793103,0.625786,0.808197,0.818923,0.833583,0.650675,0.808197,0.804270,0.817221,0.805423,0.838081,0.814815,0.821070,0.811094,0.812594,0.814465,0.832822,0.820242,0.804800,0.832565,0.800745,0.794603,0.844078,0.636914,0.643178,0.798712,0.685157,0.843548,0.806597,0.797251,0.790235,0.792393,0.806597
ADN44566__GQ869543.1,0.839623,0.844340,0.802444,0.848586,0.844133,0.842767,0.833333,0.842767,0.823899,0.823899,0.849057,0.845912,0.852201,0.800314,0.760766,0.838050,0.820755,0.844340,0.855346,0.861635,0.850629,0.836478,0.850629,0.850629,0.850629,0.855346,0.847059,0.421384,0.787022,0.839623,0.756289,0.850629,0.770440,0.894654,0.825472,0.000000,0.383648,0.855346,0.844340,0.841195,0.839623,0.795620,0.838050,0.844340,0.792453,0.766026,0.795918,0.834906,0.834906,0.849817,0.855346,0.849057,0.822327,0.841195,0.840984,0.841195,0.897799,0.835749,0.845912,0.819277,0.773451,0.853774,0.831761,0.840000,0.850394,0.844340,0.844094,0.495283,0.828616,0.827044,0.836478,0.831761,0.831761,0.797170,0.827044,0.831761,0.839623,0.831761,0.825472,0.841195,0.838050,0.836478,0.842767,0.827044,0.788800,0.855346,0.833333,0.204403,0.517296,0.544025,0.584906,0.850847,0.592767,0.830189,0.375786,0.867717,0.825472,0.750000,0.845912,0.836478,0.759434,0.853774,0.757377,0.760196,0.694969,0.831761,0.757377,0.763345,0.845912,0.759171,0.803459,0.768116,0.779264,0.828616,0.850629,0.132075,0.382075,0.772013,0.771200,0.765723,0.769088,0.800314,0.805031,0.825472,0.845912,0.764895,0.830189,0.859677,0.849057,0.733677,0.781193,0.822504,0.855346
ADN44563__GQ869542.1,0.938679,0.938679,0.932790,0.936772,0.924694,0.944969,0.926101,0.927673,0.932390,0.938679,0.941824,0.937107,0.932390,0.908805,0.881978,0.933962,0.927673,0.935535,0.944969,0.940252,0.940252,0.937107,0.938679,0.933962,0.940252,0.943396,0.937815,0.652516,0.895175,0.935535,0.878931,0.937107,0.886792,0.943396,0.919811,0.383648,0.000000,0.946541,0.932390,0.944969,0.935535,0.894161,0.937107,0.938679,0.899371,0.881410,0.913265,0.938679,0.938679,0.935897,0.943396,0.937107,0.916667,0.938679,0.934426,0.933962,0.946541,0.938808,0.935535,0.874699,0.897345,0.938679,0.929245,0.931200,0.937008,0.943396,0.935433,0.715409,0.935535,0.915094,0.921384,0.921384,0.927673,0.913522,0.916667,0.930818,0.922956,0.919811,0.921384,0.941824,0.941824,0.937107,0.933962,0.921384,0.888000,0.941824,0.926101,0.496855,0.735849,0.504717,0.775157,0.937288,0.784591,0.924528,0.622642,0.944882,0.916667,0.871667,0.944969,0.930818,0.874214,0.943396,0.880328,0.882545,0.838050,0.924528,0.883607,0.889680,0.938679,0.881978,0.910377,0.882448,0.886288,0.935535,0.935535,0.463836,0.632075,0.888365,0.884800,0.911950,0.890130,0.927673,0.908805,0.911950,0.935535,0.884058,0.933962,0.940323,0.940252,0.874570,0.907776,0.920761,0.937107
ALA40028__KT329428.1,0.823713,0.836193,0.802444,0.853577,0.563923,0.836193,0.840874,0.839314,0.853354,0.853354,0.127925,0.193448,0.842434,0.854914,0.850080,0.840874,0.851794,0.159126,0.149766,0.193448,0.219969,0.819033,0.124805,0.126365,0.154446,0.138846,0.255462,0.859594,0.838602,0.809672,0.839314,0.829953,0.865835,0.893916,0.840874,0.855346,0.946541,0.000000,0.823713,0.820593,0.795632,0.708029,0.831513,0.837754,0.853354,0.831731,0.785714,0.842434,0.828393,0.159341,0.149766,0.160686,0.842434,0.868955,0.806557,0.839314,0.903276,0.827697,0.813772,0.790361,0.819469,0.252730,0.834633,0.801600,0.837795,0.837754,0.845669,0.854914,0.840874,0.835938,0.848674,0.842434,0.843994,0.859594,0.847114,0.837754,0.853354,0.843994,0.843994,0.831513,0.839314,0.809672,0.826833,0.837754,0.852800,0.160686,0.842434,0.864780,0.864275,0.893916,0.878315,0.159322,0.850234,0.836193,0.851794,0.351181,0.843994,0.836667,0.829953,0.840874,0.858034,0.833333,0.840984,0.835237,0.861154,0.840874,0.836066,0.827402,0.815913,0.850080,0.856474,0.835749,0.844482,0.848674,0.819033,0.858491,0.854914,0.850234,0.832000,0.856474,0.836127,0.839314,0.867395,0.840874,0.839314,0.840580,0.843994,0.201613,0.828393,0.829897,0.851718,0.832013,0.829953
YP_009259490__KU172421,0.717799,0.698182,0.804481,0.633943,0.837128,0.704242,0.697575,0.720755,0.675712,0.721120,0.833073,0.829953,0.653313,0.826840,0.794258,0.654378,0.808357,0.825273,0.822153,0.829953,0.828393,0.831563,0.817473,0.834633,0.833073,0.825273,0.828571,0.829231,0.793677,0.835067,0.799383,0.725031,0.814199,0.863914,0.698651,0.844340,0.932390,0.823713,0.000000,0.833851,0.831776,0.770073,0.716437,0.681234,0.824405,0.809295,0.793367,0.726885,0.676806,0.838828,0.823713,0.833073,0.708443,0.683844,0.818033,0.698953,0.878158,0.837359,0.827856,0.826506,0.801770,0.834633,0.711055,0.833600,0.834646,0.666667,0.680315,0.837104,0.679124,0.626563,0.689655,0.689655,0.750614,0.820359,0.712144,0.725462,0.690476,0.726027,0.711699,0.695381,0.690958,0.834586,0.705556,0.668374,0.790400,0.836193,0.725124,0.828616,0.844880,0.885370,0.850679,0.816949,0.848266,0.698651,0.835366,0.833071,0.685157,0.791667,0.711970,0.697352,0.798875,0.690252,0.796721,0.800979,0.836524,0.680348,0.793443,0.802491,0.836858,0.799043,0.820961,0.800322,0.802676,0.806916,0.838323,0.831761,0.834356,0.808157,0.798400,0.807988,0.810056,0.798808,0.837482,0.649017,0.720930,0.805153,0.378063,0.837097,0.830357,0.819588,0.815552,0.779715,0.834575
YP_009186840__KT716186,0.819876,0.809006,0.596741,0.825291,0.788091,0.816770,0.812112,0.818323,0.827640,0.827640,0.812793,0.814353,0.826087,0.833851,0.813397,0.829193,0.832298,0.812793,0.814353,0.812793,0.820593,0.470497,0.822153,0.811232,0.817473,0.814353,0.798319,0.829193,0.811980,0.492236,0.815217,0.819876,0.819876,0.894410,0.810559,0.841195,0.944969,0.820593,0.833851,0.000000,0.478193,0.339416,0.824534,0.813665,0.836957,0.798077,0.507653,0.829193,0.816770,0.796703,0.811232,0.809672,0.812112,0.836957,0.413115,0.829193,0.905280,0.434783,0.236307,0.431325,0.803540,0.809672,0.835404,0.593600,0.629921,0.827640,0.818898,0.835404,0.812112,0.812500,0.815217,0.813665,0.818323,0.827640,0.807453,0.826087,0.812112,0.805901,0.810559,0.810559,0.804348,0.423913,0.815217,0.818323,0.814400,0.811232,0.830745,0.845912,0.821429,0.874224,0.857143,0.798305,0.833851,0.807453,0.835404,0.814173,0.804348,0.801667,0.821429,0.813665,0.841615,0.820755,0.809836,0.809135,0.847826,0.829193,0.808197,0.813167,0.618012,0.805423,0.830745,0.797101,0.817726,0.835404,0.627329,0.836478,0.844720,0.815217,0.817600,0.844720,0.834264,0.840062,0.838509,0.822981,0.812112,0.790660,0.836957,0.808065,0.638199,0.814433,0.820976,0.828843,0.618012
YP_009241376__LC085675,0.813084,0.813084,0.608961,0.823627,0.802102,0.816199,0.811526,0.805296,0.825545,0.825545,0.798752,0.790952,0.823988,0.820872,0.813397,0.825545,0.827103,0.789392,0.787832,0.800312,0.806552,0.476636,0.797192,0.794072,0.797192,0.792512,0.813445,0.838006,0.825291,0.476636,0.809969,0.808411,0.844237,0.897196,0.811526,0.839623,0.935535,0.795632,0.831776,0.478193,0.000000,0.262774,0.823988,0.814642,0.831776,0.810897,0.525510,0.833333,0.800623,0.787546,0.790952,0.800312,0.816199,0.834891,0.449180,0.820872,0.900312,0.449275,0.472613,0.462651,0.803540,0.803432,0.825545,0.588800,0.603150,0.827103,0.825197,0.833333,0.800623,0.804688,0.819315,0.820872,0.819315,0.827103,0.820872,0.831776,0.822430,0.823988,0.816199,0.811526,0.813084,0.442368,0.814642,0.831776,0.816000,0.794072,0.827103,0.845912,0.834891,0.869159,0.853583,0.784746,0.825545,0.820872,0.830218,0.814173,0.816199,0.810000,0.813084,0.814642,0.842679,0.827044,0.809836,0.812398,0.845794,0.822430,0.811475,0.802491,0.615265,0.816587,0.827103,0.801932,0.826087,0.828660,0.604361,0.831761,0.836449,0.816199,0.809600,0.845794,0.836127,0.845794,0.842679,0.823988,0.816199,0.803543,0.833333,0.796774,0.623053,0.821306,0.824593,0.835182,0.613707
BAU69595__LC085666.1,0.770073,0.759124,0.503650,0.748175,0.762774,0.770073,0.740876,0.762774,0.781022,0.781022,0.711679,0.718978,0.770073,0.781022,0.773723,0.784672,0.795620,0.704380,0.718978,0.711679,0.737226,0.386861,0.711679,0.722628,0.722628,0.733577,0.729927,0.784672,0.802920,0.390511,0.762774,0.744526,0.799270,0.872263,0.751825,0.795620,0.894161,0.708029,0.770073,0.339416,0.262774,0.000000,0.759124,0.759124,0.799270,0.755474,0.580292,0.762774,0.751825,0.729927,0.715328,0.722628,0.762774,0.781022,0.354015,0.762774,0.868613,0.343066,0.343066,0.343066,0.759124,0.726277,0.773723,0.503650,0.503650,0.755474,0.759124,0.784672,0.740876,0.748175,0.755474,0.744526,0.762774,0.810219,0.762774,0.770073,0.751825,0.762774,0.759124,0.751825,0.748175,0.354015,0.770073,0.770073,0.777372,0.729927,0.762774,0.813869,0.788321,0.773723,0.788321,0.722628,0.773723,0.744526,0.788321,0.744526,0.755474,0.773723,0.770073,0.784672,0.799270,0.770073,0.791971,0.777372,0.817518,0.770073,0.781022,0.784672,0.478102,0.773723,0.791971,0.751825,0.799270,0.806569,0.496350,0.795620,0.802920,0.770073,0.781022,0.791971,0.846715,0.777372,0.777372,0.773723,0.740876,0.751825,0.759124,0.718978,0.500000,0.777372,0.810219,0.791971,0.485401
BAU88511__LC148407.1,0.637390,0.676286,0.778004,0.547421,0.824869,0.680050,0.659058,0.684277,0.605156,0.628607,0.828393,0.839314,0.539291,0.812410,0.807018,0.559140,0.780980,0.836193,0.839314,0.836193,0.837754,0.836115,0.826833,0.840874,0.843994,0.840874,0.828571,0.830769,0.820300,0.823180,0.807099,0.562108,0.818731,0.866972,0.632684,0.838050,0.937107,0.831513,0.716437,0.824534,0.823988,0.759124,0.000000,0.586118,0.806548,0.799679,0.775510,0.563300,0.581749,0.818681,0.828393,0.834633,0.649077,0.647632,0.808197,0.507853,0.864785,0.824477,0.823161,0.802410,0.800000,0.839314,0.327889,0.808000,0.820472,0.438272,0.593701,0.837104,0.659794,0.610938,0.634183,0.628186,0.671267,0.812874,0.646177,0.568990,0.636905,0.673777,0.651811,0.607277,0.564103,0.819549,0.636111,0.629962,0.806400,0.826833,0.329987,0.827044,0.832831,0.882353,0.847662,0.830508,0.841040,0.632684,0.827744,0.845669,0.632684,0.801667,0.511920,0.517024,0.808720,0.602201,0.803279,0.786297,0.837997,0.642409,0.808197,0.797153,0.826284,0.810207,0.819505,0.806763,0.816054,0.785303,0.826347,0.828616,0.822086,0.806647,0.796800,0.814132,0.789572,0.800298,0.824305,0.603631,0.509044,0.806763,0.690088,0.838710,0.830357,0.814433,0.820976,0.787639,0.821162
AGF85783__KC580640.1,0.633676,0.714653,0.775967,0.366057,0.828371,0.712082,0.641940,0.663239,0.622795,0.636247,0.831513,0.842434,0.499230,0.815296,0.813397,0.579109,0.795389,0.833073,0.843994,0.834633,0.840874,0.816388,0.831513,0.840874,0.840874,0.839314,0.830252,0.843077,0.810316,0.821694,0.794753,0.564267,0.820242,0.883792,0.622189,0.844340,0.938679,0.837754,0.681234,0.813665,0.814642,0.759124,0.586118,0.000000,0.822917,0.812500,0.757653,0.596017,0.377892,0.827839,0.837754,0.831513,0.625330,0.635097,0.806557,0.554974,0.864785,0.805153,0.818466,0.783133,0.794690,0.831513,0.586118,0.801600,0.793701,0.524691,0.549606,0.831071,0.631443,0.592187,0.623688,0.625187,0.670951,0.815868,0.646177,0.588905,0.638393,0.668380,0.655989,0.577121,0.566802,0.825564,0.655556,0.634961,0.804800,0.840874,0.583548,0.839623,0.828313,0.879336,0.847662,0.828814,0.830925,0.634183,0.833841,0.850394,0.623688,0.815000,0.568123,0.575835,0.800281,0.542453,0.814754,0.800979,0.837997,0.652956,0.814754,0.786477,0.794562,0.819777,0.826783,0.818035,0.812709,0.791066,0.806886,0.833333,0.823620,0.811178,0.800000,0.821813,0.810056,0.804769,0.837482,0.600605,0.543928,0.813205,0.713368,0.837097,0.812500,0.798969,0.824593,0.782884,0.807750
AAF61213__AF221123.1,0.834821,0.821429,0.773931,0.825291,0.840630,0.819940,0.828869,0.825893,0.824405,0.815476,0.859594,0.851794,0.848998,0.346726,0.783094,0.838710,0.813988,0.864275,0.856474,0.856474,0.858034,0.833080,0.850234,0.851794,0.867395,0.851794,0.850420,0.795385,0.775374,0.833333,0.766975,0.818452,0.790030,0.866972,0.841079,0.792453,0.899371,0.853354,0.824405,0.836957,0.831776,0.799270,0.806548,0.822917,0.000000,0.741987,0.757653,0.834821,0.821429,0.846154,0.862715,0.854914,0.818452,0.824405,0.819672,0.822917,0.870536,0.829308,0.834116,0.836145,0.761062,0.854914,0.825893,0.822400,0.826772,0.851852,0.845669,0.787330,0.812500,0.831250,0.838081,0.827586,0.816964,0.767964,0.830585,0.825893,0.842262,0.830357,0.836310,0.828869,0.830357,0.840602,0.831845,0.827381,0.771200,0.859594,0.830357,0.803459,0.786145,0.849170,0.808446,0.855932,0.794643,0.836582,0.786585,0.853543,0.832084,0.740000,0.827381,0.818452,0.766369,0.844340,0.749180,0.752039,0.794643,0.815476,0.744262,0.752669,0.815710,0.770335,0.339286,0.750403,0.784281,0.815476,0.838323,0.786164,0.788344,0.759819,0.742400,0.734255,0.813780,0.612519,0.375000,0.842663,0.828869,0.740741,0.821429,0.869355,0.836310,0.762887,0.797468,0.822504,0.834575
AAB95451__AF028705.1,0.818910,0.815705,0.788187,0.815308,0.837128,0.807692,0.791667,0.801282,0.818910,0.825321,0.839744,0.838141,0.836538,0.751603,0.581731,0.814103,0.820513,0.836538,0.844551,0.828526,0.847756,0.802885,0.841346,0.836538,0.841346,0.842949,0.843697,0.751603,0.762063,0.807692,0.471154,0.798077,0.745192,0.876603,0.815705,0.766026,0.881410,0.831731,0.809295,0.798077,0.810897,0.755474,0.799679,0.812500,0.741987,0.000000,0.724490,0.823718,0.809295,0.844322,0.838141,0.831731,0.812500,0.807692,0.798361,0.801282,0.873397,0.790660,0.807692,0.812048,0.688496,0.833333,0.804487,0.815705,0.793269,0.802885,0.828526,0.758013,0.818910,0.826923,0.804487,0.825321,0.812500,0.756410,0.825321,0.817308,0.814103,0.822115,0.825321,0.807692,0.815705,0.793269,0.812500,0.818910,0.751603,0.839744,0.799679,0.772436,0.775641,0.818910,0.785256,0.833898,0.751603,0.807692,0.766026,0.857372,0.820513,0.451667,0.791667,0.810897,0.748397,0.826923,0.437705,0.487765,0.770833,0.806090,0.454098,0.672598,0.801282,0.578526,0.759615,0.117552,0.750836,0.823718,0.790064,0.761218,0.761218,0.487179,0.139423,0.758013,0.757914,0.799679,0.759615,0.823718,0.801282,0.114332,0.802885,0.848387,0.788462,0.709622,0.777577,0.828526,0.788462
