species,ALA40028,ANO39503,YP_009259490,ANM72090,YP_009256211,YP_009186840,YP_009241376,BAU88511,AGF85783,AAM93275,AAF61213,AAB95451,ADI60256,ADI60252,YP_009229908,AME15910,AME15905,YP_009227290,YP_009215301,ALR74754,Q90185,BAS32608,AKG54800,AIE58040,BAR72999,YP_009130650,YP_009154712,YP_009134732,AIF74198,AJI02597,YP_227600,NP_694834,NP_051020,AIT71975,P27454,AIZ50117,AID57413,AIY27459,AII82250,AIT18928,AIC77176,YP_002887625,AES86015,AEI99170,AEI99166,ADM26648,YP_002916059,ACR15778,ACR15767,ACJ38931,ACF94533,ABK00521,YP_271915,AAU88153,AAG10007,YP_004678720,YP_009010974,AHK26987,AHK26969,AHA86835,YP_008658568,YP_008766862,AGW95844,AGW23423,AGS15085,AGS15077,AGS15053,AGS15039,AGK45548,AGL09957,AGL09956,YP_007003823,AFV48069,AFK85003,YP_164339,NP_874381,NP_694838,NP_694843,YP_006589928,AFH96872,AFK91980,AFD01617,AFC75858,ABV71710,AAA66612,AEX38011,AEX30511,AEQ76796,AEP95278,AEO37421,AEO37417,AEM37643,AEM37606,AEM37593,ACT09660,ADP36995,AAL91012,AAD13755,ADN44566,ADD17085,ADF32027,ADK34009,AAR26464,AAR07954,AAC40229,AAA83224,AAA74973,AAC03775,ADB20207,ADD22705,ACD37375,ABY67706,ABY67682,AAO32086,AAN03856,AAN03854,AAL09673,AAL09671,AAD27758,AAA67108,AAY45700,AAN41665,AAL55416,AAT46336,AAF61212,AAC58044,AAA83229,AAA69566,AAA66866,ACI01073,ACH81927,ACL31580,ABI16638,ABC69727,ABB76814,CAA66227,CAA25689,AIQ82699,ACV52075,U34255,M81888,U34256,AAC40694
AFV48069,0.809672,0.836858,0.834586,0.815308,0.909774,0.423913,0.442368,0.819549,0.825564,0.631579,0.840602,0.793269,0.830075,0.839098,0.830075,0.811232,0.808112,0.836090,0.839098,0.383607,0.884211,0.437594,0.828571,0.824593,0.288245,0.442879,0.808850,0.894646,0.826620,0.876692,0.902778,0.903759,0.886617,0.905263,0.879699,0.812715,0.804992,0.828571,0.827068,0.598400,0.625197,0.883212,0.827160,0.836090,0.829921,0.837104,0.804511,0.815625,0.814063,0.812500,0.841629,0.825038,0.886010,0.826546,0.896241,0.905263,0.824060,0.827068,0.822556,0.827068,0.868687,0.889493,0.839937,0.894737,0.836090,0.824060,0.831579,0.818045,0.636090,0.818045,0.821053,0.886282,0.000000,0.821053,0.903759,0.886792,0.903759,0.899648,0.905263,0.833083,0.884404,0.829819,0.889306,0.856712,0.801695,0.836090,0.828571,0.833841,0.831496,0.834586,0.825564,0.796667,0.819549,0.822556,0.842105,0.833333,0.831579,0.793443,0.836478,0.807504,0.848120,0.827068,0.801639,0.814947,0.623867,0.811802,0.837594,0.803543,0.816054,0.842105,0.631579,0.827044,0.837423,0.817221,0.808000,0.797753,0.834101,0.826816,0.799358,0.627068,0.830986,0.899248,0.833083,0.795820,0.846617,0.796148,0.816587,0.625564,0.827068,0.905263,0.832073,0.818045,0.800322,0.833083,0.811802,0.812903,0.634586,0.895575,0.902256,0.625564,0.636090,0.627068,0.642105
AFK85003,0.826833,0.835347,0.705556,0.811980,0.882180,0.815217,0.814642,0.636111,0.655556,0.818452,0.831845,0.812500,0.637269,0.630156,0.629167,0.834633,0.834633,0.651389,0.682451,0.811475,0.883333,0.826152,0.655556,0.824593,0.813205,0.805947,0.789381,0.872193,0.826620,0.879167,0.888889,0.901389,0.890335,0.898611,0.893056,0.812715,0.839314,0.640180,0.630556,0.816000,0.822047,0.864964,0.625000,0.635846,0.637795,0.841629,0.647222,0.609375,0.593750,0.596875,0.840121,0.837104,0.896373,0.840121,0.905556,0.883408,0.649175,0.646177,0.666667,0.835329,0.860606,0.893116,0.798732,0.899399,0.659670,0.642857,0.679167,0.674095,0.823099,0.661111,0.659722,0.866426,0.821053,0.000000,0.911111,0.862264,0.890278,0.873239,0.894444,0.644444,0.862385,0.838855,0.900563,0.858220,0.828814,0.845376,0.649175,0.838415,0.829921,0.647676,0.638681,0.803333,0.654167,0.666667,0.828411,0.638365,0.813711,0.809836,0.845912,0.797716,0.848306,0.636111,0.808197,0.786477,0.820242,0.795853,0.839884,0.816425,0.827759,0.812680,0.824850,0.836478,0.837423,0.818731,0.814400,0.817014,0.826421,0.821229,0.808989,0.830556,0.594679,0.904011,0.810730,0.811897,0.856515,0.810594,0.792663,0.826389,0.815201,0.898592,0.600605,0.643056,0.803543,0.712500,0.795853,0.833871,0.815476,0.899115,0.902402,0.816964,0.814371,0.818452,0.816692
YP_164339,0.906396,0.901813,0.899355,0.898502,0.779087,0.905280,0.908100,0.909677,0.898065,0.906250,0.904762,0.900641,0.899004,0.906117,0.913548,0.906396,0.912637,0.908971,0.901114,0.908197,0.882581,0.906389,0.914921,0.886076,0.900161,0.899844,0.899115,0.773748,0.886165,0.896774,0.843750,0.644562,0.782528,0.644000,0.890323,0.903780,0.901716,0.910045,0.907097,0.894400,0.902362,0.790146,0.910494,0.907539,0.880315,0.901961,0.903226,0.904687,0.901563,0.907813,0.900452,0.900452,0.894646,0.900452,0.878906,0.704036,0.886057,0.913043,0.918710,0.899701,0.832323,0.842391,0.900158,0.872372,0.908546,0.910714,0.908387,0.896936,0.902047,0.899355,0.906883,0.788809,0.903759,0.911111,0.000000,0.805660,0.642762,0.829225,0.660526,0.900645,0.788991,0.909639,0.765478,0.917044,0.900000,0.903179,0.902549,0.897866,0.896063,0.910045,0.893553,0.903333,0.909677,0.886452,0.902954,0.896226,0.901639,0.904918,0.904088,0.911909,0.899853,0.900645,0.900000,0.884342,0.904834,0.905901,0.906841,0.903382,0.897993,0.897695,0.904192,0.893082,0.897239,0.909366,0.899200,0.908507,0.904762,0.895717,0.911717,0.902913,0.906103,0.848138,0.907601,0.906752,0.896047,0.903692,0.897927,0.904300,0.904620,0.819718,0.901664,0.916021,0.890499,0.907097,0.905901,0.898387,0.901786,0.780531,0.879880,0.906250,0.910180,0.904762,0.909091
NP_874381,0.875472,0.894340,0.867925,0.886792,0.767925,0.886792,0.884906,0.896226,0.864151,0.883019,0.896226,0.907547,0.877358,0.896226,0.867925,0.883019,0.875472,0.877358,0.900000,0.892453,0.883019,0.892453,0.877358,0.896226,0.881132,0.883019,0.894340,0.718868,0.871698,0.873585,0.811321,0.784906,0.703774,0.786792,0.875472,0.894340,0.873585,0.873585,0.881132,0.879245,0.886792,0.745283,0.869811,0.871698,0.890566,0.892453,0.867925,0.867925,0.869811,0.871698,0.888679,0.896226,0.879245,0.884906,0.869811,0.766038,0.898113,0.900000,0.864151,0.877358,0.826263,0.809434,0.883019,0.871698,0.894340,0.860377,0.900000,0.866038,0.894340,0.869811,0.886792,0.741509,0.886792,0.862264,0.805660,0.000000,0.803774,0.798113,0.784906,0.884906,0.739623,0.894340,0.428302,0.913208,0.875472,0.890566,0.900000,0.894340,0.879245,0.901887,0.901887,0.890566,0.900000,0.898113,0.888679,0.873585,0.888679,0.886792,0.890566,0.892453,0.881132,0.879245,0.896226,0.907547,0.877358,0.900000,0.892453,0.903774,0.896226,0.894340,0.875472,0.883019,0.896226,0.907547,0.896226,0.901887,0.892453,0.898113,0.900000,0.873585,0.871698,0.798113,0.888679,0.903774,0.903774,0.907547,0.898113,0.875472,0.892453,0.764151,0.873585,0.873585,0.901887,0.894340,0.900000,0.875472,0.877358,0.726415,0.867925,0.871698,0.881132,0.871698,0.879245
NP_694838,0.892356,0.907855,0.904382,0.893511,0.790869,0.902174,0.903427,0.905710,0.900398,0.897321,0.904762,0.902244,0.899004,0.904694,0.908367,0.895476,0.898596,0.901726,0.905292,0.891803,0.892430,0.900446,0.907039,0.904159,0.900161,0.890454,0.897345,0.797927,0.891419,0.893758,0.850694,0.196547,0.810409,0.158667,0.884462,0.902062,0.886115,0.895052,0.901726,0.894400,0.897638,0.817518,0.905864,0.900427,0.900787,0.900452,0.908367,0.879687,0.906250,0.906250,0.898944,0.898944,0.899827,0.903469,0.899070,0.718984,0.908546,0.904048,0.909695,0.904192,0.840404,0.842391,0.895404,0.893393,0.913043,0.907738,0.904382,0.912256,0.899123,0.905710,0.908232,0.808664,0.903759,0.890278,0.642762,0.803774,0.000000,0.839789,0.231076,0.892430,0.807339,0.908133,0.771107,0.923077,0.881356,0.907514,0.908546,0.903963,0.900787,0.905547,0.910045,0.896667,0.903054,0.903054,0.907173,0.899371,0.906110,0.908197,0.908805,0.893964,0.907216,0.903054,0.900000,0.896797,0.895770,0.897927,0.896652,0.903382,0.899666,0.899135,0.905689,0.900943,0.898773,0.901813,0.894400,0.910112,0.906298,0.897579,0.905297,0.904300,0.892019,0.852436,0.910581,0.898714,0.906296,0.902087,0.888357,0.900139,0.903130,0.843662,0.898638,0.904382,0.896940,0.911023,0.896332,0.883871,0.897321,0.808850,0.899399,0.904762,0.905689,0.901786,0.895678
NP_694843,0.873239,0.897887,0.878521,0.892606,0.767606,0.892606,0.880282,0.885563,0.887324,0.878521,0.887324,0.889085,0.876761,0.876761,0.871479,0.882042,0.890845,0.873239,0.899648,0.899648,0.897887,0.894366,0.883803,0.880651,0.899648,0.887324,0.892035,0.781690,0.866197,0.885563,0.646127,0.843310,0.773234,0.832746,0.885563,0.876761,0.890845,0.867958,0.878521,0.882042,0.880282,0.770073,0.882042,0.878521,0.878521,0.883803,0.878521,0.878521,0.875000,0.878521,0.887324,0.883803,0.890845,0.890845,0.894366,0.834507,0.878521,0.873239,0.871479,0.904930,0.820202,0.603261,0.887324,0.899648,0.867958,0.880282,0.878521,0.871479,0.878521,0.883803,0.890845,0.783394,0.899648,0.873239,0.829225,0.798113,0.839789,0.000000,0.839789,0.883803,0.785321,0.878521,0.808630,0.908451,0.876761,0.880282,0.871479,0.883803,0.887324,0.878521,0.876761,0.885563,0.894366,0.883803,0.890845,0.871479,0.889085,0.899648,0.869718,0.896127,0.897887,0.885563,0.892606,0.893238,0.901408,0.883803,0.889085,0.892606,0.896127,0.873239,0.889085,0.883803,0.878521,0.887324,0.883803,0.894366,0.903169,0.886406,0.889085,0.880282,0.885563,0.822183,0.889085,0.883803,0.896127,0.882042,0.889085,0.880282,0.894366,0.786972,0.889085,0.883803,0.889085,0.864437,0.887324,0.885563,0.880282,0.801770,0.892606,0.880282,0.890845,0.887324,0.887324
YP_006589928,0.901716,0.898792,0.907895,0.903494,0.810015,0.902174,0.906542,0.911842,0.903947,0.888393,0.901786,0.900641,0.899004,0.900427,0.898684,0.903276,0.903276,0.897098,0.909471,0.895082,0.890789,0.903418,0.903947,0.887884,0.898551,0.901408,0.895575,0.803109,0.900175,0.896053,0.845486,0.287798,0.789963,0.258667,0.893421,0.898625,0.890796,0.898051,0.898684,0.894400,0.903937,0.821168,0.904321,0.901849,0.891339,0.900452,0.901316,0.896875,0.900000,0.900000,0.892911,0.903469,0.906736,0.891403,0.890789,0.724963,0.901049,0.899550,0.910526,0.904192,0.820202,0.851449,0.898574,0.884384,0.901049,0.891369,0.898684,0.899721,0.904971,0.896053,0.900135,0.808664,0.905263,0.894444,0.660526,0.784906,0.231076,0.839789,0.000000,0.906579,0.823853,0.891566,0.778612,0.921569,0.891525,0.903179,0.895052,0.903963,0.899213,0.898051,0.899550,0.896667,0.896053,0.900000,0.909986,0.902516,0.901639,0.895082,0.913522,0.902121,0.898380,0.902632,0.895082,0.898577,0.898792,0.893142,0.905386,0.895330,0.901338,0.902017,0.899701,0.904088,0.901840,0.904834,0.904000,0.902087,0.909370,0.903166,0.900482,0.900139,0.892019,0.835244,0.910581,0.906752,0.900439,0.897271,0.899522,0.902913,0.909091,0.835211,0.901664,0.905263,0.898551,0.905263,0.896332,0.895161,0.891369,0.824779,0.876877,0.901786,0.905689,0.898810,0.897168
AFH96872,0.842434,0.821752,0.725124,0.813644,0.892489,0.830745,0.827103,0.329987,0.583548,0.825893,0.830357,0.799679,0.563300,0.571835,0.579214,0.840874,0.843994,0.647757,0.646240,0.811475,0.900498,0.829123,0.524869,0.820976,0.821256,0.829421,0.803540,0.880829,0.837128,0.901391,0.885417,0.903183,0.894052,0.912000,0.901741,0.814433,0.840874,0.638681,0.244975,0.816000,0.823622,0.872263,0.458333,0.573257,0.581102,0.837104,0.640464,0.606250,0.607812,0.606250,0.835596,0.834087,0.884283,0.834087,0.912760,0.898356,0.634183,0.629685,0.674129,0.814371,0.878788,0.894928,0.792393,0.891892,0.649175,0.641369,0.682441,0.660167,0.827485,0.599251,0.566802,0.870036,0.833083,0.644444,0.900645,0.884906,0.892430,0.883803,0.906579,0.000000,0.875229,0.838855,0.896811,0.843137,0.840678,0.830925,0.629685,0.832317,0.847244,0.646177,0.638681,0.798333,0.529925,0.522068,0.815752,0.588050,0.806259,0.809836,0.833333,0.805873,0.821797,0.672886,0.800000,0.786477,0.821752,0.821372,0.826783,0.809984,0.814381,0.802594,0.818862,0.822327,0.825153,0.812689,0.804800,0.813804,0.812596,0.810056,0.804173,0.832178,0.588419,0.905444,0.800298,0.800643,0.828697,0.813804,0.816587,0.832178,0.806259,0.905634,0.596067,0.531008,0.805153,0.720149,0.824561,0.848387,0.824405,0.883186,0.891892,0.827381,0.820359,0.827381,0.816692
AFK91980,0.889908,0.899083,0.871560,0.888073,0.755963,0.902752,0.880734,0.875229,0.873394,0.884404,0.882569,0.888073,0.871560,0.869725,0.875229,0.886239,0.880734,0.886239,0.893578,0.888073,0.888073,0.884404,0.875229,0.911927,0.895413,0.902752,0.893578,0.719266,0.873394,0.893578,0.757798,0.805505,0.724907,0.818349,0.889908,0.904587,0.884404,0.880734,0.877064,0.884404,0.902752,0.530275,0.873394,0.875229,0.875229,0.900917,0.877064,0.877064,0.886239,0.878899,0.891743,0.891743,0.893578,0.889908,0.873394,0.787156,0.882569,0.875229,0.884404,0.902752,0.836364,0.770642,0.882569,0.873394,0.873394,0.884404,0.884404,0.882569,0.888073,0.886239,0.884404,0.122936,0.884404,0.862385,0.788991,0.739623,0.807339,0.785321,0.823853,0.875229,0.000000,0.904587,0.757974,0.913761,0.888073,0.900917,0.886239,0.900917,0.888073,0.889908,0.884404,0.904587,0.893578,0.871560,0.902752,0.873394,0.906422,0.882569,0.888073,0.880734,0.910092,0.882569,0.880734,0.882569,0.873394,0.900917,0.893578,0.891743,0.886239,0.910092,0.888073,0.893578,0.906422,0.904587,0.897248,0.895413,0.886239,0.897579,0.893578,0.877064,0.878899,0.768807,0.902752,0.889908,0.899083,0.889908,0.906422,0.878899,0.904587,0.757798,0.882569,0.869725,0.889908,0.856881,0.902752,0.882569,0.884404,0.735780,0.873394,0.878899,0.884404,0.880734,0.891743
AFD01617,0.864275,0.765861,0.844880,0.777038,0.899096,0.821429,0.834891,0.832831,0.828313,0.846386,0.786145,0.775641,0.834337,0.826807,0.835843,0.865835,0.865835,0.817771,0.826807,0.827869,0.893072,0.837349,0.831325,0.806510,0.840580,0.832551,0.761062,0.896373,0.854641,0.891566,0.892361,0.902108,0.890335,0.902108,0.899096,0.714777,0.856474,0.838855,0.826807,0.828800,0.861417,0.899635,0.837963,0.829819,0.834646,0.331825,0.828313,0.835938,0.832812,0.832812,0.337858,0.331825,0.898100,0.336350,0.911145,0.908133,0.838855,0.840361,0.814759,0.790663,0.901010,0.905797,0.828843,0.905120,0.834337,0.838855,0.835843,0.837349,0.852410,0.831325,0.831325,0.898917,0.829819,0.838855,0.909639,0.894340,0.908133,0.878521,0.891566,0.838855,0.904587,0.000000,0.879925,0.455505,0.857627,0.584337,0.826807,0.477134,0.870866,0.834337,0.838855,0.761667,0.825301,0.819277,0.748494,0.845912,0.802711,0.752459,0.517296,0.753670,0.709337,0.832831,0.752459,0.761566,0.850453,0.749601,0.792169,0.774557,0.750836,0.825301,0.846386,0.490566,0.458589,0.773414,0.779200,0.772071,0.766513,0.791434,0.772071,0.841867,0.834116,0.902108,0.804217,0.770096,0.808735,0.770465,0.751196,0.847892,0.802711,0.900602,0.844175,0.835843,0.774557,0.831325,0.751196,0.859677,0.852410,0.902655,0.893072,0.850904,0.850904,0.847892,0.838855
AFC75858,0.894934,0.883677,0.868668,0.885553,0.772983,0.876173,0.870544,0.906191,0.861163,0.902439,0.898687,0.876173,0.870544,0.872420,0.876173,0.889306,0.883677,0.878049,0.881801,0.883677,0.896811,0.893058,0.881801,0.881801,0.891182,0.874296,0.883677,0.716698,0.872420,0.885553,0.814259,0.776735,0.724203,0.774859,0.889306,0.876173,0.883677,0.868668,0.874296,0.881801,0.885553,0.763602,0.881801,0.872420,0.870544,0.876173,0.870544,0.870544,0.876173,0.878049,0.896811,0.894934,0.893058,0.881801,0.868668,0.761726,0.870544,0.872420,0.866792,0.900563,0.832323,0.827392,0.879925,0.868668,0.866792,0.866792,0.874296,0.870544,0.879925,0.879925,0.896811,0.733583,0.889306,0.900563,0.765478,0.428302,0.771107,0.808630,0.778612,0.896811,0.757974,0.879925,0.000000,0.917448,0.885553,0.889306,0.870544,0.889306,0.876173,0.866792,0.872420,0.878049,0.893058,0.881801,0.906191,0.870544,0.902439,0.879925,0.904315,0.889306,0.908068,0.872420,0.896811,0.898687,0.889306,0.883677,0.887430,0.878049,0.891182,0.878049,0.885553,0.896811,0.878049,0.881801,0.900563,0.898687,0.883677,0.881801,0.885553,0.879925,0.870544,0.782364,0.906191,0.896811,0.906191,0.881801,0.878049,0.878049,0.906191,0.774859,0.874296,0.902439,0.878049,0.872420,0.893058,0.881801,0.900563,0.720450,0.872420,0.879925,0.879925,0.878049,0.878049
ABV71710,0.878315,0.777946,0.850679,0.792013,0.921569,0.857143,0.853583,0.847662,0.847662,0.859729,0.808446,0.785256,0.856712,0.846154,0.841629,0.875195,0.876755,0.850679,0.843137,0.840984,0.923077,0.850679,0.853695,0.828210,0.851852,0.852895,0.784071,0.913644,0.875657,0.909502,0.913194,0.924585,0.903346,0.921569,0.909502,0.757732,0.881435,0.862745,0.847662,0.849600,0.861417,0.916058,0.864198,0.853695,0.859843,0.273002,0.844646,0.854688,0.854688,0.859375,0.236802,0.220211,0.913644,0.242836,0.917044,0.914027,0.864253,0.861237,0.835596,0.811463,0.903030,0.911232,0.844691,0.917044,0.862745,0.862745,0.856712,0.864253,0.856712,0.852187,0.849170,0.915162,0.856712,0.858220,0.917044,0.913208,0.923077,0.908451,0.921569,0.843137,0.913761,0.455505,0.917448,0.000000,0.879661,0.648567,0.852187,0.539634,0.888189,0.865762,0.864253,0.785000,0.849170,0.829563,0.781297,0.863208,0.822021,0.778689,0.584906,0.778140,0.748115,0.853695,0.780328,0.774021,0.854985,0.776715,0.815988,0.785829,0.797659,0.850679,0.861237,0.545597,0.544479,0.793051,0.792000,0.792937,0.797235,0.819367,0.789727,0.862745,0.859155,0.917044,0.828054,0.789389,0.831071,0.786517,0.775120,0.861237,0.828054,0.921569,0.862330,0.852187,0.787440,0.837104,0.775120,0.885484,0.861237,0.911504,0.923077,0.861237,0.864253,0.861237,0.859729
AAA66612,0.159322,0.867797,0.816949,0.847458,0.877966,0.798305,0.784746,0.830508,0.828814,0.815254,0.855932,0.833898,0.833898,0.837288,0.822034,0.106780,0.140678,0.822034,0.869492,0.803390,0.867797,0.813559,0.837288,0.857143,0.830508,0.805085,0.840708,0.887737,0.562172,0.889831,0.904514,0.877966,0.888476,0.898305,0.874576,0.845361,0.264407,0.840678,0.832203,0.820339,0.818644,0.877737,0.838983,0.838983,0.835593,0.864407,0.832203,0.833898,0.828814,0.830508,0.854237,0.849153,0.899827,0.844068,0.893220,0.910169,0.854237,0.844068,0.845763,0.857627,0.888889,0.894928,0.833898,0.896610,0.850847,0.849153,0.840678,0.840678,0.823729,0.830508,0.837288,0.895307,0.801695,0.828814,0.900000,0.875472,0.881356,0.876761,0.891525,0.840678,0.888073,0.857627,0.885553,0.879661,0.000000,0.850847,0.835593,0.859322,0.338983,0.837288,0.840678,0.840678,0.838983,0.845763,0.862712,0.833898,0.852542,0.847458,0.850847,0.844068,0.857627,0.840678,0.849153,0.843416,0.816949,0.844068,0.852542,0.847458,0.861017,0.842373,0.822034,0.850847,0.850847,0.850847,0.838983,0.852542,0.864407,0.847300,0.852542,0.818644,0.830508,0.877966,0.847458,0.852542,0.872881,0.845763,0.849153,0.818644,0.847458,0.876271,0.837288,0.832203,0.844068,0.828814,0.847458,0.008475,0.815254,0.883186,0.891525,0.830508,0.828814,0.825424,0.832203
AEX38011,0.850234,0.765861,0.848266,0.790349,0.901325,0.833851,0.825545,0.841040,0.830925,0.840774,0.794643,0.751603,0.833815,0.838150,0.841040,0.853354,0.859594,0.829480,0.842486,0.818033,0.910405,0.830609,0.848266,0.817360,0.824477,0.845070,0.752212,0.906736,0.847636,0.911850,0.899306,0.911850,0.901487,0.906069,0.907514,0.737113,0.853354,0.850075,0.832370,0.833600,0.829921,0.892336,0.859568,0.842486,0.856693,0.582202,0.835260,0.846875,0.835938,0.839063,0.582202,0.588235,0.901554,0.594268,0.900289,0.905830,0.859070,0.853073,0.836705,0.802395,0.886869,0.884058,0.828843,0.896396,0.854573,0.846726,0.852601,0.858382,0.845029,0.839595,0.843931,0.902527,0.836090,0.845376,0.903179,0.890566,0.907514,0.880282,0.903179,0.830925,0.900917,0.584337,0.889306,0.648567,0.850847,0.000000,0.845577,0.567073,0.861417,0.857571,0.853073,0.746667,0.832370,0.836705,0.758671,0.853774,0.789866,0.754098,0.592767,0.748777,0.711340,0.838150,0.757377,0.774021,0.841390,0.743222,0.799127,0.753623,0.790970,0.828035,0.836826,0.564465,0.570552,0.767372,0.764800,0.754414,0.764977,0.797020,0.754414,0.843931,0.843505,0.910405,0.786885,0.757235,0.814056,0.751204,0.746411,0.838150,0.786885,0.895954,0.841150,0.839595,0.752013,0.836705,0.741627,0.854839,0.839286,0.890265,0.906907,0.842262,0.839820,0.840774,0.840537
AEX30511,0.836193,0.823263,0.698651,0.813644,0.913043,0.807453,0.820872,0.632684,0.634183,0.806597,0.836582,0.807692,0.617691,0.620690,0.626687,0.837754,0.840874,0.622189,0.676162,0.811475,0.884558,0.823088,0.616192,0.797468,0.816425,0.807512,0.821239,0.884283,0.816112,0.892054,0.887153,0.907046,0.868030,0.908546,0.890555,0.804124,0.840874,0.137931,0.640180,0.800000,0.809449,0.901460,0.600309,0.623688,0.631496,0.828054,0.644678,0.632812,0.634375,0.634375,0.829563,0.828054,0.901554,0.829563,0.883058,0.898051,0.208396,0.154423,0.200900,0.836582,0.872727,0.880435,0.789223,0.881381,0.214393,0.211394,0.202399,0.101949,0.808096,0.619190,0.625187,0.882671,0.828571,0.649175,0.902549,0.900000,0.908546,0.871479,0.895052,0.629685,0.886239,0.826807,0.870544,0.852187,0.835593,0.845577,0.000000,0.830793,0.833071,0.199400,0.212894,0.796667,0.613193,0.635682,0.794603,0.635220,0.797601,0.804918,0.830189,0.814029,0.833583,0.659670,0.801639,0.804270,0.808157,0.803828,0.829085,0.818035,0.821070,0.808096,0.811094,0.819182,0.837423,0.821752,0.804800,0.818620,0.829493,0.802607,0.817014,0.797601,0.643192,0.883058,0.799100,0.805466,0.839580,0.815409,0.807018,0.799100,0.797601,0.893553,0.655068,0.640180,0.813205,0.671664,0.807018,0.850000,0.805097,0.874336,0.881381,0.803598,0.806597,0.803598,0.808096
AEQ76796,0.851794,0.778963,0.835366,0.785358,0.900915,0.835404,0.830218,0.827744,0.833841,0.847561,0.786585,0.766026,0.829268,0.827744,0.829268,0.854914,0.848674,0.826220,0.826220,0.822951,0.902439,0.820122,0.839939,0.784810,0.819646,0.834116,0.761062,0.899827,0.840630,0.896341,0.902778,0.913110,0.882900,0.905488,0.897866,0.713058,0.858034,0.830793,0.838415,0.833600,0.848819,0.897810,0.848765,0.826220,0.848819,0.437500,0.830793,0.839063,0.837500,0.829688,0.443598,0.437500,0.905009,0.445122,0.902439,0.905488,0.849085,0.841463,0.829268,0.786585,0.890909,0.880435,0.811410,0.903963,0.839939,0.836890,0.824695,0.835366,0.839939,0.829268,0.832317,0.898917,0.833841,0.838415,0.897866,0.894340,0.903963,0.883803,0.903963,0.832317,0.900917,0.477134,0.889306,0.539634,0.859322,0.567073,0.830793,0.000000,0.866142,0.833841,0.833841,0.738333,0.839939,0.827744,0.754573,0.852201,0.789634,0.767213,0.375786,0.763458,0.695122,0.827744,0.759016,0.758007,0.830793,0.760766,0.788110,0.758454,0.787625,0.835366,0.850610,0.327044,0.246933,0.766768,0.761600,0.760835,0.763441,0.787709,0.760835,0.842988,0.841941,0.902439,0.788110,0.755627,0.794207,0.760835,0.759171,0.842988,0.791159,0.899390,0.841463,0.832317,0.755233,0.827744,0.760766,0.866129,0.844512,0.904425,0.910061,0.847561,0.849085,0.847561,0.847561
AEP95278,0.351181,0.872441,0.833071,0.846922,0.894488,0.814173,0.814173,0.845669,0.850394,0.826772,0.853543,0.857372,0.845669,0.839370,0.822047,0.346457,0.351181,0.847244,0.864567,0.803279,0.894488,0.804724,0.836220,0.857143,0.824477,0.806299,0.837168,0.889465,0.567426,0.885039,0.881944,0.907087,0.879182,0.905512,0.877165,0.847079,0.377953,0.829921,0.847244,0.820800,0.826772,0.890511,0.839370,0.836220,0.837795,0.864567,0.831496,0.831496,0.833071,0.829921,0.862992,0.861417,0.896373,0.867717,0.892913,0.881890,0.851969,0.842520,0.844094,0.872441,0.884848,0.891304,0.844691,0.894488,0.850394,0.848819,0.842520,0.844094,0.814173,0.828346,0.833071,0.893502,0.831496,0.829921,0.896063,0.879245,0.900787,0.887324,0.899213,0.847244,0.888073,0.870866,0.876173,0.888189,0.338983,0.861417,0.833071,0.866142,0.000000,0.839370,0.839370,0.848333,0.844094,0.842520,0.859843,0.840945,0.856693,0.854098,0.867717,0.854812,0.848819,0.851969,0.854098,0.827402,0.833071,0.854864,0.859843,0.856683,0.846154,0.845669,0.828346,0.859843,0.869291,0.861417,0.856000,0.855538,0.862992,0.824953,0.855538,0.820472,0.842520,0.885039,0.856693,0.855305,0.861417,0.855538,0.861244,0.822047,0.859843,0.905512,0.845669,0.845669,0.856683,0.839370,0.856459,0.369355,0.826772,0.893805,0.897638,0.817323,0.814173,0.820472,0.818898
AEO37421,0.845554,0.827795,0.685157,0.828619,0.890555,0.807453,0.823988,0.638681,0.626687,0.802099,0.835082,0.822115,0.620690,0.616192,0.634183,0.840874,0.834633,0.632684,0.674663,0.804918,0.886057,0.821589,0.632684,0.797468,0.816425,0.812207,0.810619,0.875648,0.830123,0.883058,0.883681,0.902549,0.875465,0.907046,0.889055,0.800687,0.831513,0.196402,0.653673,0.803200,0.800000,0.877737,0.623457,0.626687,0.620472,0.825038,0.635682,0.618750,0.620313,0.625000,0.831071,0.831071,0.905009,0.829563,0.904048,0.895052,0.130435,0.182909,0.197901,0.838081,0.870707,0.887681,0.801902,0.882883,0.128936,0.104948,0.077961,0.178411,0.815592,0.622189,0.629685,0.889892,0.834586,0.647676,0.910045,0.901887,0.905547,0.878521,0.898051,0.646177,0.889908,0.834337,0.866792,0.865762,0.837288,0.857571,0.199400,0.833841,0.839370,0.000000,0.047976,0.810000,0.631184,0.638681,0.806597,0.630503,0.808096,0.806557,0.827044,0.817292,0.838081,0.658171,0.816393,0.800712,0.824773,0.808612,0.845577,0.819646,0.822742,0.809595,0.815592,0.822327,0.829755,0.818731,0.809600,0.815409,0.840246,0.795158,0.810594,0.808096,0.640063,0.883058,0.811094,0.816720,0.845577,0.815409,0.819777,0.803598,0.824588,0.908546,0.649017,0.652174,0.808374,0.679160,0.807018,0.843548,0.802099,0.876106,0.891892,0.803598,0.809595,0.808096,0.808096
