species,AVR53768__MG745682.1,AVR53760__MG745678.1,AVR53758__MG745677.1,AVR53746__MG745672.1,AVR53744__MG745671.1,AVR53742__MG745670.1,YP_009272913__KU950356,YP_009215301__KP729195,AII82250__KM017744.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AWV66970__MG693108.1,AWO81976__MG345036.1,AWO81967__MG345028.1,AWF28742__MF198246.1,AWB14639__MF416384.1,AWB14637__MF416383.1,AWB14590__MF175080.1,YP_009315890__KU321655,AAY45700__DQ000496.1,AUW64490__MG136722.1,AUQ23249__KY564173.1,AUO28605__KY511292.1,AUF34951__MG383448.1,AUF34940__MG383445.1,AUD40075__MF464269.1,AUD40071__MF464268.1,YP_009315908__KT878839,YP_009315886__KT878837,ATX68205__MF444157.1,ATX68201__MF362633.1,ATV81502__MF682927.1,ATV81500__MF682926.1,ATV81497__MF682925.1,ATV81491__MF682923.1,ATV81488__MF682922.1,ATJ03467__MF285607.1,ATI09457__MF593479.1,APC23176__KT961665.1,ATD50845__MF085373.1,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,AOX47681__KU321654.1,YP_009361877__KX981923,APC23164__KT961659.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55210__KU295527.1,ALT55209__KU295526.1,ALT55206__KU295523.1,ALT55196__KU295513.1,BAS32608__AB982223.1,AOL02446__KX583629.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACR15767__FJ973558.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGZ93685__KF792837.1,AGS15085__KF206166.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
AAB95451__AF028705.1,0.820513,0.788462,0.605769,0.802288,0.778846,0.751603,0.798077,0.807692,0.804487,0.807692,0.815705,0.801282,0.745192,0.747954,0.796474,0.530973,0.515734,0.810897,0.818910,0.823718,0.762226,0.842017,0.576923,0.840909,0.870192,0.822115,0.806175,0.843697,0.751603,0.844444,0.841026,0.445513,0.519231,0.820513,0.830128,0.820513,0.849359,0.785714,0.836538,0.823718,0.818910,0.815705,0.788187,0.815308,0.837128,0.807692,0.791667,0.801282,0.825321,0.838141,0.751603,0.814103,0.820513,0.836538,0.844551,0.828526,0.847756,0.802885,0.833333,0.841346,0.841346,0.842949,0.807692,0.471154,0.876603,0.815705,0.766026,0.881410,0.831731,0.809295,0.798077,0.810897,0.755474,0.812500,0.741987,0.000000,0.724490,0.823718,0.809295,0.844322,0.838141,0.831731,0.812500,0.798361,0.801282,0.873397,0.790660,0.807692,0.812048,0.688496,0.833333,0.815705,0.793269,0.802885,0.828526,0.758013,0.818910,0.822115,0.804487,0.825321,0.812500,0.756410,0.799679,0.825321,0.814103,0.822115,0.825321,0.793269,0.812500,0.751603,0.839744,0.799679,0.775641,0.818910,0.785256,0.833898,0.751603,0.807692,0.766026,0.857372,0.820513,0.451667,0.791667,0.810897,0.748397,0.826923,0.437705,0.487765,0.770833,0.806090,0.454098,0.672598,0.801282,0.578526,0.759615,0.117552,0.750836,0.823718,0.790064,0.761218,0.761218,0.487179,0.139423,0.758013,0.757914,0.799679,0.759615,0.823718,0.801282,0.114332,0.802885,0.848387,0.788462,0.709622,0.777577,0.828526,0.788462
AKI82155__KR261072.1,0.775510,0.535714,0.750000,0.795918,0.818878,0.780612,0.762755,0.778061,0.770408,0.778061,0.775510,0.757653,0.772959,0.765306,0.512755,0.752551,0.744898,0.765306,0.790816,0.783163,0.778061,0.803571,0.734694,0.821429,0.852041,0.757653,0.775510,0.803571,0.785714,0.806122,0.803571,0.734694,0.737245,0.775510,0.778061,0.772959,0.798469,0.816327,0.775510,0.765306,0.765306,0.772959,0.543367,0.767857,0.803571,0.762755,0.750000,0.744898,0.788265,0.790816,0.770408,0.783163,0.798469,0.793367,0.783163,0.775510,0.785714,0.530612,0.788265,0.783163,0.793367,0.795918,0.525510,0.737245,0.852041,0.744898,0.795918,0.913265,0.785714,0.793367,0.507653,0.525510,0.580292,0.757653,0.757653,0.724490,0.000000,0.762755,0.770408,0.808673,0.783163,0.790816,0.760204,0.522959,0.775510,0.846939,0.551020,0.492347,0.711735,0.765306,0.795918,0.500000,0.515306,0.775510,0.762755,0.775510,0.765306,0.760204,0.765306,0.757653,0.770408,0.770408,0.772959,0.755102,0.755102,0.760204,0.760204,0.525510,0.762755,0.765306,0.793367,0.775510,0.788265,0.862245,0.785714,0.806122,0.793367,0.755102,0.790816,0.793367,0.750000,0.727041,0.757653,0.767857,0.780612,0.770408,0.742347,0.734694,0.788265,0.780612,0.742347,0.772959,0.507653,0.732143,0.775510,0.732143,0.778061,0.801020,0.528061,0.793367,0.803571,0.732143,0.734694,0.780612,0.798469,0.780612,0.785714,0.783163,0.765306,0.739796,0.795918,0.806122,0.528061,0.788265,0.780612,0.793367,0.528061
ADI60252__HM053693.2,0.599132,0.833333,0.819346,0.776144,0.829114,0.827273,0.560455,0.651494,0.583215,0.588905,0.596017,0.597440,0.841390,0.818331,0.827586,0.800000,0.805944,0.556188,0.617354,0.616588,0.812816,0.845378,0.808612,0.695804,0.728307,0.519203,0.554031,0.833613,0.826154,0.835897,0.832479,0.825688,0.831832,0.571835,0.635830,0.581731,0.848674,0.571429,0.505393,0.572308,0.633001,0.689900,0.796334,0.585691,0.840630,0.678521,0.639087,0.645804,0.613087,0.847114,0.829726,0.582181,0.792507,0.843994,0.836193,0.837754,0.843994,0.848255,0.840874,0.842434,0.839314,0.836193,0.833581,0.819444,0.889908,0.611694,0.834906,0.938679,0.842434,0.726885,0.829193,0.833333,0.762774,0.596017,0.834821,0.823718,0.762755,0.000000,0.573257,0.831502,0.839314,0.834633,0.586060,0.827869,0.560455,0.885587,0.829308,0.815336,0.821687,0.805310,0.843994,0.816000,0.823622,0.530864,0.562205,0.819005,0.635846,0.617188,0.617691,0.601199,0.630156,0.815868,0.561878,0.626687,0.622024,0.630156,0.638691,0.839098,0.630156,0.808000,0.834633,0.571835,0.826807,0.879336,0.846154,0.837288,0.838150,0.620690,0.827744,0.839370,0.616192,0.803333,0.549075,0.578947,0.819346,0.567610,0.818033,0.800979,0.829161,0.651494,0.811475,0.811388,0.827795,0.813397,0.822416,0.824477,0.814381,0.795389,0.836826,0.830189,0.825153,0.823263,0.820800,0.827957,0.802607,0.798808,0.824305,0.626324,0.581792,0.822866,0.715505,0.845161,0.830357,0.802405,0.815552,0.784469,0.825633
YP_009229908__KT592508,0.573082,0.805060,0.810321,0.784314,0.846519,0.827273,0.576679,0.643454,0.584284,0.553866,0.562753,0.598675,0.821752,0.828151,0.811912,0.798230,0.793706,0.589610,0.583446,0.610329,0.807757,0.825210,0.810207,0.681818,0.700405,0.531052,0.542024,0.816807,0.841538,0.825641,0.829060,0.805810,0.807808,0.595691,0.600587,0.575321,0.829953,0.316327,0.506934,0.569231,0.608365,0.704689,0.771894,0.299501,0.828371,0.703422,0.640514,0.675539,0.621039,0.831513,0.822511,0.569892,0.801153,0.826833,0.825273,0.829953,0.831513,0.825493,0.828393,0.822153,0.833073,0.826833,0.826152,0.807099,0.871560,0.635682,0.834906,0.938679,0.828393,0.676806,0.816770,0.800623,0.751825,0.377892,0.821429,0.809295,0.770408,0.573257,0.000000,0.815018,0.823713,0.822153,0.598945,0.793443,0.534031,0.876672,0.818035,0.804382,0.775904,0.785841,0.836193,0.790400,0.798425,0.498457,0.552756,0.829563,0.643041,0.584375,0.632684,0.638681,0.684411,0.808383,0.581749,0.641679,0.641369,0.669202,0.657382,0.830075,0.629167,0.804800,0.826833,0.579214,0.835843,0.879336,0.841629,0.822034,0.841040,0.626687,0.829268,0.822047,0.625187,0.785000,0.565272,0.550063,0.811533,0.540881,0.804918,0.797716,0.833579,0.651458,0.798361,0.791815,0.799094,0.808612,0.828239,0.809984,0.807692,0.805476,0.803892,0.827044,0.829755,0.815710,0.804800,0.812596,0.813780,0.798808,0.828697,0.614221,0.536176,0.811594,0.681876,0.830645,0.802083,0.800687,0.828210,0.771791,0.795827
AME15917__KT878967.1,0.813187,0.818681,0.835165,0.833333,0.869963,0.853480,0.822344,0.842491,0.827839,0.818681,0.835165,0.826007,0.866300,0.842491,0.802198,0.835165,0.846154,0.840659,0.836996,0.831502,0.853480,0.250916,0.849817,0.882784,0.877289,0.833333,0.844322,0.260073,0.855311,0.111722,0.137363,0.835165,0.844322,0.844322,0.857143,0.826007,0.194139,0.869898,0.826007,0.833333,0.824176,0.829670,0.828921,0.858974,0.569597,0.831502,0.816850,0.820513,0.836996,0.216117,0.847985,0.822344,0.851648,0.128205,0.128205,0.206960,0.228938,0.829670,0.131868,0.179487,0.115385,0.124542,0.807692,0.846154,0.904762,0.827839,0.849817,0.935897,0.159341,0.838828,0.796703,0.787546,0.729927,0.827839,0.846154,0.844322,0.808673,0.831502,0.815018,0.000000,0.108059,0.108059,0.822344,0.811355,0.838828,0.897436,0.818681,0.802198,0.787952,0.853480,0.265568,0.807692,0.816850,0.836996,0.826007,0.857143,0.827839,0.818681,0.844322,0.840659,0.838828,0.860806,0.818681,0.838828,0.838828,0.833333,0.831502,0.793040,0.833333,0.844322,0.109890,0.831502,0.855311,0.890110,0.877289,0.100733,0.846154,0.827839,0.855311,0.324176,0.831502,0.840659,0.827839,0.835165,0.847985,0.822344,0.853480,0.835165,0.849817,0.836996,0.846154,0.853480,0.809524,0.849817,0.849817,0.846154,0.860806,0.851648,0.809524,0.853480,0.853480,0.851648,0.827839,0.858974,0.854749,0.835165,0.866300,0.829670,0.831502,0.836996,0.835165,0.108059,0.818681,0.835165,0.868132,0.836996,0.826007
AME15905__KT878961.1,0.822153,0.817473,0.831513,0.833333,0.875000,0.859594,0.831513,0.858034,0.839314,0.833073,0.840874,0.833073,0.867395,0.851064,0.821317,0.823009,0.826923,0.850234,0.845554,0.837246,0.844857,0.287395,0.851675,0.872378,0.882995,0.834633,0.833619,0.280672,0.854914,0.128205,0.141880,0.843994,0.856474,0.847114,0.862715,0.834936,0.201248,0.839286,0.840874,0.836193,0.834633,0.845554,0.806517,0.856905,0.549912,0.836193,0.826833,0.834633,0.845554,0.202808,0.850234,0.833073,0.854914,0.146646,0.106084,0.196568,0.223089,0.812793,0.145086,0.176287,0.110764,0.129485,0.809672,0.858034,0.901716,0.836193,0.855346,0.943396,0.149766,0.823713,0.811232,0.790952,0.715328,0.837754,0.862715,0.838141,0.783163,0.839314,0.823713,0.108059,0.000000,0.157566,0.837754,0.811475,0.840874,0.900156,0.827697,0.816901,0.783133,0.830088,0.274571,0.809600,0.807874,0.837754,0.833071,0.850234,0.833073,0.831250,0.851794,0.842434,0.843994,0.858034,0.828393,0.843994,0.848674,0.839314,0.842434,0.808112,0.834633,0.848000,0.132605,0.843994,0.865835,0.893916,0.876755,0.140678,0.859594,0.840874,0.848674,0.351181,0.837754,0.843333,0.831513,0.843994,0.858034,0.833333,0.837705,0.841762,0.853354,0.842434,0.840984,0.829181,0.801872,0.848485,0.853354,0.848631,0.847826,0.850234,0.823713,0.863208,0.856474,0.865835,0.844800,0.861154,0.843575,0.847114,0.865835,0.836193,0.842434,0.843800,0.836193,0.185484,0.808112,0.828179,0.855335,0.836767,0.826833
AME15895__KT878959.1,0.820593,0.826833,0.826833,0.830065,0.867089,0.851794,0.829953,0.859594,0.850234,0.825273,0.831513,0.833073,0.858034,0.841244,0.811912,0.824779,0.819930,0.842434,0.847114,0.838811,0.844857,0.262185,0.846890,0.868881,0.870515,0.836193,0.826758,0.273950,0.856474,0.148718,0.158974,0.845554,0.858034,0.847114,0.861154,0.823718,0.196568,0.839286,0.850234,0.834633,0.833073,0.837754,0.808554,0.855241,0.558669,0.837754,0.828393,0.834633,0.847114,0.213729,0.853354,0.837754,0.845554,0.107644,0.143526,0.204368,0.237129,0.804992,0.148206,0.170047,0.170047,0.165367,0.808112,0.840874,0.898596,0.833073,0.849057,0.937107,0.160686,0.833073,0.809672,0.800312,0.722628,0.831513,0.854914,0.831731,0.790816,0.834633,0.822153,0.108059,0.157566,0.000000,0.833073,0.803279,0.842434,0.904836,0.819646,0.815336,0.795181,0.837168,0.262090,0.825600,0.815748,0.829953,0.834646,0.862715,0.837754,0.835938,0.845554,0.850234,0.847114,0.867395,0.826833,0.847114,0.848674,0.842434,0.845554,0.803432,0.836193,0.849600,0.146646,0.843994,0.864275,0.895476,0.873635,0.111864,0.853354,0.834633,0.854914,0.346457,0.837754,0.848333,0.831513,0.828393,0.848674,0.838050,0.840984,0.833605,0.856474,0.839314,0.834426,0.836299,0.815913,0.842105,0.853354,0.843800,0.841137,0.845554,0.825273,0.852201,0.858034,0.851794,0.828800,0.856474,0.845438,0.842434,0.867395,0.836193,0.837754,0.840580,0.847114,0.156452,0.820593,0.831615,0.844485,0.839937,0.817473
YP_009227290__KT454512,0.541245,0.824405,0.824268,0.787582,0.841772,0.827273,0.618734,0.637883,0.638522,0.621372,0.608637,0.627815,0.820242,0.813421,0.818182,0.796460,0.797203,0.522427,0.655360,0.596244,0.807757,0.830252,0.807018,0.690559,0.727395,0.579156,0.481990,0.838655,0.818462,0.830769,0.829060,0.798165,0.815315,0.604222,0.625551,0.592949,0.834633,0.530612,0.546995,0.523077,0.647757,0.711082,0.784114,0.557404,0.842382,0.717678,0.644793,0.660950,0.664908,0.834633,0.828283,0.606759,0.819885,0.837754,0.837754,0.834633,0.843994,0.822458,0.837754,0.826833,0.839314,0.837754,0.826152,0.810185,0.865443,0.622189,0.822327,0.916667,0.842434,0.708443,0.812112,0.816199,0.762774,0.625330,0.818452,0.812500,0.760204,0.586060,0.598945,0.822344,0.837754,0.833073,0.000000,0.808197,0.633245,0.881129,0.816425,0.818466,0.792771,0.823009,0.845554,0.808000,0.815748,0.591049,0.503937,0.822021,0.646438,0.607812,0.638681,0.632684,0.659631,0.818862,0.647757,0.653673,0.632440,0.672823,0.653203,0.836090,0.651389,0.811200,0.834633,0.647757,0.817771,0.868778,0.850679,0.822034,0.829480,0.622189,0.826220,0.847244,0.628186,0.793333,0.641161,0.639842,0.828411,0.482704,0.809836,0.799347,0.815906,0.641161,0.808197,0.811388,0.830816,0.810207,0.835517,0.816425,0.816054,0.819885,0.814371,0.816038,0.823620,0.803625,0.811200,0.812596,0.800745,0.809240,0.844802,0.617247,0.643799,0.814815,0.736148,0.833871,0.812500,0.807560,0.833635,0.811410,0.816692
ALR74754__KT965075.1,0.809836,0.618033,0.814754,0.834426,0.839344,0.814754,0.808197,0.826230,0.826230,0.813115,0.803279,0.804918,0.822951,0.819672,0.352459,0.791150,0.786713,0.804918,0.800000,0.824590,0.814503,0.808403,0.798361,0.858392,0.877049,0.808197,0.819897,0.806723,0.832787,0.810256,0.805128,0.786885,0.804918,0.824590,0.821311,0.804918,0.822951,0.808673,0.821311,0.822951,0.826230,0.814754,0.619145,0.828619,0.800350,0.803279,0.808197,0.806557,0.827869,0.800000,0.811475,0.822951,0.824590,0.798361,0.804918,0.800000,0.813115,0.424590,0.804918,0.808197,0.814754,0.813115,0.418033,0.795082,0.890164,0.806557,0.840984,0.934426,0.806557,0.818033,0.413115,0.449180,0.354015,0.806557,0.819672,0.798361,0.522959,0.827869,0.793443,0.811355,0.811475,0.803279,0.808197,0.000000,0.811475,0.881967,0.396721,0.391803,0.387952,0.805310,0.804918,0.588525,0.611475,0.822951,0.811475,0.821311,0.804918,0.809836,0.811475,0.809836,0.806557,0.804918,0.816393,0.818033,0.816393,0.816393,0.818033,0.383607,0.811475,0.813115,0.808197,0.811475,0.827869,0.873770,0.840984,0.803390,0.818033,0.811475,0.822951,0.803279,0.809836,0.793333,0.811475,0.795082,0.819672,0.816393,0.796721,0.800000,0.839344,0.822951,0.813115,0.806050,0.593443,0.796721,0.818033,0.798361,0.822742,0.824590,0.614754,0.822951,0.827869,0.800000,0.798361,0.819672,0.832402,0.824590,0.822951,0.826230,0.821311,0.798361,0.822951,0.809836,0.613115,0.816151,0.815552,0.832787,0.609836
AKG54800__KP281720.1,0.626628,0.821429,0.813110,0.774510,0.849684,0.819697,0.522251,0.629526,0.523560,0.526178,0.573549,0.614570,0.821752,0.819967,0.818182,0.805310,0.793706,0.582461,0.603799,0.582160,0.806071,0.831933,0.813397,0.687063,0.696356,0.544503,0.576329,0.833613,0.843077,0.835897,0.849573,0.824159,0.827327,0.595550,0.610866,0.538462,0.831513,0.494898,0.491525,0.598462,0.634817,0.675393,0.786151,0.519135,0.831874,0.675393,0.646220,0.667539,0.609948,0.840874,0.813853,0.560676,0.805476,0.833073,0.839314,0.840874,0.833073,0.836115,0.833073,0.839314,0.836193,0.840874,0.824666,0.814815,0.871560,0.628186,0.841195,0.933962,0.839314,0.698953,0.829193,0.820872,0.762774,0.554974,0.822917,0.801282,0.775510,0.560455,0.534031,0.838828,0.840874,0.842434,0.633245,0.811475,0.000000,0.872214,0.819646,0.818466,0.790361,0.812389,0.856474,0.814400,0.823622,0.026235,0.581102,0.832579,0.632199,0.571875,0.629685,0.625187,0.667539,0.809880,0.509162,0.646177,0.632440,0.671466,0.649025,0.828571,0.655556,0.816000,0.839314,0.524869,0.831325,0.880845,0.853695,0.837288,0.848266,0.616192,0.839939,0.836220,0.625187,0.791667,0.363874,0.390052,0.810127,0.577044,0.804918,0.799347,0.833579,0.626963,0.806557,0.795374,0.820242,0.807018,0.815138,0.808374,0.816054,0.808357,0.818862,0.833333,0.834356,0.815710,0.800000,0.817204,0.815642,0.792846,0.836018,0.586989,0.463351,0.808374,0.681937,0.843548,0.819940,0.807560,0.824593,0.795563,0.821162
AIW53333__KM254174.1,0.888559,0.889881,0.882615,0.870915,0.890823,0.889394,0.872214,0.866270,0.863299,0.875186,0.878158,0.876672,0.880665,0.885434,0.890282,0.877876,0.870629,0.870728,0.878158,0.887324,0.878583,0.895798,0.869219,0.900350,0.901932,0.875186,0.859348,0.902521,0.883077,0.900855,0.899145,0.882263,0.876877,0.873700,0.866270,0.876603,0.903276,0.836735,0.892142,0.895385,0.876672,0.876672,0.867617,0.865225,0.887916,0.878158,0.890045,0.876672,0.869242,0.898596,0.873700,0.890937,0.912333,0.904836,0.906396,0.901716,0.903276,0.899848,0.906396,0.898596,0.897036,0.906396,0.904903,0.868827,0.709480,0.892054,0.897799,0.946541,0.903276,0.878158,0.905280,0.900312,0.868613,0.864785,0.870536,0.873397,0.846939,0.885587,0.876672,0.897436,0.900156,0.904836,0.881129,0.881967,0.872214,0.000000,0.893720,0.896714,0.889157,0.872566,0.903276,0.881600,0.888189,0.887346,0.880315,0.883861,0.857355,0.885938,0.899550,0.901049,0.881129,0.860778,0.866270,0.905547,0.904762,0.881129,0.907875,0.902256,0.881129,0.872000,0.903276,0.854383,0.887048,0.909502,0.894419,0.903390,0.878158,0.898051,0.882622,0.896063,0.895052,0.873333,0.876672,0.869242,0.876672,0.894654,0.877049,0.884176,0.882615,0.893016,0.875410,0.880783,0.898792,0.880383,0.867756,0.863124,0.887960,0.890045,0.887725,0.886792,0.883436,0.882175,0.865600,0.872504,0.890130,0.874814,0.867756,0.883510,0.866270,0.864734,0.884101,0.906452,0.897321,0.874570,0.867993,0.890650,0.882265
BAR72999__LC011425.1,0.826087,0.619968,0.808374,0.823529,0.843800,0.826087,0.808374,0.832528,0.819646,0.808374,0.816425,0.818035,0.818035,0.819967,0.421900,0.796460,0.797203,0.818035,0.834138,0.822866,0.826307,0.830252,0.801932,0.854895,0.872786,0.808374,0.825043,0.830252,0.822866,0.829060,0.839316,0.801932,0.813205,0.832528,0.835749,0.826087,0.832528,0.811224,0.826087,0.830918,0.822866,0.800322,0.608961,0.831947,0.819615,0.809984,0.809984,0.803543,0.835749,0.835749,0.819646,0.840580,0.830918,0.822866,0.832528,0.814815,0.814815,0.426731,0.832528,0.822866,0.834138,0.838969,0.463768,0.801932,0.882448,0.813205,0.835749,0.938808,0.827697,0.837359,0.434783,0.449275,0.343066,0.805153,0.829308,0.790660,0.551020,0.829308,0.818035,0.818681,0.827697,0.819646,0.816425,0.396721,0.819646,0.893720,0.000000,0.444444,0.421687,0.805310,0.806763,0.626409,0.619968,0.816425,0.827697,0.832528,0.806763,0.809984,0.829308,0.819646,0.818035,0.813205,0.824477,0.819646,0.821256,0.819646,0.814815,0.288245,0.813205,0.816425,0.824477,0.821256,0.840580,0.876006,0.851852,0.830508,0.824477,0.816425,0.819646,0.824477,0.821256,0.803333,0.824477,0.821256,0.824477,0.830918,0.806557,0.800979,0.845411,0.818035,0.809836,0.798932,0.607085,0.803543,0.818035,0.790660,0.821070,0.835749,0.613527,0.819646,0.829308,0.809984,0.806763,0.845411,0.824953,0.822866,0.821256,0.826087,0.824477,0.792271,0.837359,0.835484,0.624799,0.821306,0.817360,0.834138,0.613527
YP_009130650__AB937988,0.809077,0.636933,0.823161,0.818627,0.846519,0.829421,0.801252,0.824726,0.832551,0.790297,0.810642,0.801252,0.837246,0.813421,0.424765,0.800000,0.784965,0.807512,0.815336,0.827856,0.822934,0.811765,0.808612,0.851399,0.865415,0.815336,0.816467,0.808403,0.840376,0.805128,0.810256,0.813772,0.801252,0.830986,0.840376,0.809295,0.827856,0.801020,0.810642,0.813772,0.818466,0.813772,0.606925,0.818636,0.807356,0.832551,0.810642,0.809077,0.815336,0.823161,0.824726,0.818466,0.838811,0.812207,0.813772,0.813772,0.826291,0.458529,0.816901,0.820031,0.818466,0.818466,0.474178,0.807512,0.902973,0.807512,0.845912,0.935535,0.813772,0.827856,0.236307,0.472613,0.343066,0.818466,0.834116,0.807692,0.492347,0.815336,0.804382,0.802198,0.816901,0.815336,0.818466,0.391803,0.818466,0.896714,0.444444,0.000000,0.433735,0.807080,0.821596,0.595200,0.628346,0.813772,0.811024,0.827856,0.809077,0.813772,0.815336,0.810642,0.804382,0.826291,0.824726,0.810642,0.816901,0.809077,0.807512,0.442879,0.805947,0.817600,0.813772,0.829421,0.832551,0.873239,0.852895,0.805085,0.845070,0.807512,0.834116,0.806299,0.809077,0.806667,0.807512,0.805947,0.840376,0.822327,0.809836,0.812398,0.846635,0.826291,0.811475,0.800712,0.613459,0.807018,0.830986,0.808374,0.814381,0.851330,0.619718,0.839623,0.840376,0.816901,0.812800,0.830986,0.824953,0.843505,0.838811,0.823161,0.816901,0.808374,0.838811,0.814516,0.629108,0.817869,0.811935,0.833597,0.633803
BAR42282__LC011438.1,0.792771,0.609639,0.812048,0.831325,0.838554,0.824096,0.792771,0.824096,0.814458,0.773494,0.775904,0.802410,0.824096,0.845783,0.431325,0.800000,0.792771,0.792771,0.831325,0.797590,0.831325,0.783133,0.816867,0.884337,0.838554,0.802410,0.809639,0.802410,0.828916,0.783133,0.795181,0.804819,0.824096,0.787952,0.833735,0.800000,0.800000,0.895408,0.780723,0.790361,0.792771,0.802410,0.696386,0.816867,0.787952,0.821687,0.812048,0.807229,0.831325,0.787952,0.828916,0.828916,0.828916,0.778313,0.787952,0.778313,0.797590,0.445783,0.790361,0.790361,0.795181,0.800000,0.450602,0.814458,0.903614,0.804819,0.819277,0.874699,0.790361,0.826506,0.431325,0.462651,0.343066,0.783133,0.836145,0.812048,0.711735,0.821687,0.775904,0.787952,0.783133,0.795181,0.792771,0.387952,0.790361,0.889157,0.421687,0.433735,0.000000,0.814458,0.783133,0.604819,0.612048,0.790361,0.787952,0.840964,0.775904,0.775904,0.824096,0.816867,0.826506,0.831325,0.800000,0.804819,0.819277,0.804819,0.814458,0.409639,0.814458,0.821687,0.792771,0.814458,0.840964,0.845783,0.865060,0.785542,0.828916,0.814458,0.824096,0.790361,0.797590,0.819277,0.783133,0.797590,0.865060,0.795181,0.828916,0.812048,0.840964,0.800000,0.836145,0.812048,0.573494,0.814458,0.828916,0.807229,0.845783,0.828916,0.592771,0.819277,0.831325,0.824096,0.816867,0.862651,0.853012,0.838554,0.831325,0.795181,0.787952,0.809639,0.826506,0.778313,0.609639,0.831325,0.838554,0.821687,0.585542
